epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,34116.6,1.43585,0.76417,1.16642,0.89575,0.73958,0.80062,0.40941,1.61059,0.76211,1.46391,0.0012332,0.0012332,0.0012332
186,34301,1.43758,0.75675,1.15726,0.96902,0.75181,0.81131,0.39808,1.60345,0.77529,1.45925,0.00123084,0.00123084,0.00123084
187,34483.4,1.4384,0.75959,1.15863,0.92219,0.74901,0.81594,0.40844,1.57477,0.8198,1.48654,0.00122848,0.00122848,0.00122848
188,34664.9,1.43952,0.7503,1.15209,0.93901,0.72365,0.81826,0.42993,1.54728,0.79127,1.39265,0.00122613,0.00122613,0.00122613
189,34848.7,1.45542,0.7726,1.18991,0.84792,0.73016,0.77972,0.39966,1.67893,0.82592,1.53103,0.00122377,0.00122377,0.00122377
190,35037.3,1.43667,0.75648,1.16286,0.95431,0.72392,0.81116,0.42977,1.54935,0.75293,1.41905,0.00122141,0.00122141,0.00122141
191,35225.1,1.45651,0.74065,1.14961,0.8785,0.69841,0.76967,0.40321,1.56331,0.81959,1.41518,0.00121905,0.00121905,0.00121905
192,35412.5,1.46349,0.76465,1.17627,0.95543,0.74851,0.81732,0.41944,1.55897,0.7631,1.4356,0.0012167,0.0012167,0.0012167
193,35602,1.41302,0.7577,1.1447,0.95916,0.75298,0.81626,0.3993,1.63551,0.75874,1.48922,0.00121434,0.00121434,0.00121434
194,35786.8,1.42574,0.75237,1.15283,0.90811,0.74231,0.7949,0.39442,1.72695,0.89036,1.62674,0.00121198,0.00121198,0.00121198
195,35969.7,1.43465,0.74792,1.1521,0.96006,0.73903,0.79127,0.40151,1.62854,0.76319,1.51044,0.00120962,0.00120962,0.00120962
196,36151.8,1.44528,0.75501,1.15744,0.95451,0.72336,0.79572,0.39973,1.75128,0.86793,1.62921,0.00120727,0.00120727,0.00120727
197,36334.4,1.3965,0.7342,1.15031,0.96367,0.74629,0.81837,0.40758,1.65987,0.75894,1.55046,0.00120491,0.00120491,0.00120491
198,36518.5,1.43478,0.74722,1.14073,0.90712,0.7624,0.80523,0.37803,1.66796,0.81002,1.53157,0.00120255,0.00120255,0.00120255
199,36701.6,1.42208,0.75269,1.16379,0.94967,0.74454,0.80461,0.37213,1.61792,0.84155,1.44813,0.00120019,0.00120019,0.00120019
200,36886.5,1.43336,0.7452,1.14222,0.93964,0.72268,0.81612,0.42198,1.65313,0.86008,1.49328,0.00119783,0.00119783,0.00119783
201,37069.4,1.42035,0.74338,1.15172,0.89519,0.73958,0.7932,0.4115,1.6551,0.8122,1.51431,0.00119548,0.00119548,0.00119548
202,37253.9,1.40991,0.73439,1.15025,0.96484,0.72123,0.8081,0.42124,1.66768,0.81689,1.49972,0.00119312,0.00119312,0.00119312
203,37440.1,1.41172,0.74878,1.15455,0.93337,0.74127,0.80184,0.42162,1.62752,0.79179,1.47944,0.00119076,0.00119076,0.00119076
204,37623.8,1.4118,0.7475,1.15967,0.95879,0.75223,0.81766,0.41474,1.63803,0.75478,1.50162,0.0011884,0.0011884,0.0011884
205,37807.5,1.39072,0.72812,1.14758,0.90453,0.75794,0.80254,0.42649,1.55394,0.77289,1.44272,0.00118605,0.00118605,0.00118605
206,37991.8,1.43101,0.73824,1.14108,0.98014,0.75347,0.80497,0.397,1.66458,0.84527,1.48818,0.00118369,0.00118369,0.00118369
207,38174,1.38358,0.73063,1.14563,0.94556,0.74901,0.81073,0.42589,1.53656,0.73251,1.41306,0.00118133,0.00118133,0.00118133
208,38356.9,1.40963,0.73739,1.1541,0.94246,0.74454,0.79231,0.41354,1.6397,0.81593,1.49835,0.00117897,0.00117897,0.00117897
209,38538.2,1.40123,0.74256,1.15273,0.95166,0.74008,0.80881,0.41983,1.52492,0.76998,1.42063,0.00117662,0.00117662,0.00117662
210,38721.1,1.4126,0.75265,1.13663,0.92633,0.73507,0.80198,0.41305,1.62454,0.82394,1.49428,0.00117426,0.00117426,0.00117426
211,38903.2,1.3856,0.72385,1.13561,0.93007,0.74901,0.78696,0.42057,1.6275,0.76182,1.45006,0.0011719,0.0011719,0.0011719
212,39085,1.39019,0.74579,1.14562,0.94616,0.72293,0.79264,0.417,1.63595,0.80237,1.52022,0.00116954,0.00116954,0.00116954
213,39269.7,1.38877,0.73253,1.14293,0.85375,0.72977,0.76716,0.39313,1.70352,0.77464,1.5901,0.00116719,0.00116719,0.00116719
214,39452.7,1.40652,0.74352,1.15608,0.95987,0.74008,0.80396,0.41894,1.60632,0.75939,1.47854,0.00116483,0.00116483,0.00116483
215,39637.6,1.4021,0.7249,1.13134,0.95408,0.74265,0.8039,0.41492,1.69326,0.83865,1.55857,0.00116247,0.00116247,0.00116247
216,39821,1.38665,0.72155,1.14612,0.88828,0.75169,0.77973,0.39379,1.64167,0.79541,1.5495,0.00116011,0.00116011,0.00116011
217,40005.4,1.40012,0.72654,1.13194,0.88635,0.73958,0.78108,0.42037,1.5432,0.76459,1.42416,0.00115776,0.00115776,0.00115776
218,40189.7,1.3794,0.72408,1.14759,0.88223,0.75794,0.78884,0.41046,1.56305,0.78858,1.43955,0.0011554,0.0011554,0.0011554
219,40377.2,1.37778,0.73362,1.14813,0.95986,0.7496,0.80885,0.41325,1.70732,0.76768,1.58471,0.00115304,0.00115304,0.00115304
220,40567.2,1.35487,0.70508,1.13327,0.96325,0.75257,0.80038,0.40744,1.73727,0.79603,1.60512,0.00115068,0.00115068,0.00115068
221,40755.8,1.3918,0.70762,1.13017,0.92934,0.73669,0.79146,0.40195,1.71061,0.72834,1.5883,0.00114832,0.00114832,0.00114832
222,40942.5,1.38181,0.7142,1.13452,0.94333,0.74901,0.81056,0.41448,1.66302,0.78502,1.51762,0.00114597,0.00114597,0.00114597
223,41132.5,1.36087,0.71074,1.13505,0.92945,0.74454,0.79854,0.41188,1.70272,0.84966,1.58981,0.00114361,0.00114361,0.00114361
224,41322,1.36483,0.70756,1.13554,0.97434,0.74306,0.80785,0.4225,1.68116,0.77786,1.58662,0.00114125,0.00114125,0.00114125
225,41512,1.37255,0.70676,1.1155,0.94679,0.73562,0.81085,0.41533,1.67217,0.81014,1.53134,0.00113889,0.00113889,0.00113889
226,41703.9,1.38028,0.71201,1.13006,0.90568,0.7624,0.7941,0.39888,1.6334,0.82961,1.47572,0.00113654,0.00113654,0.00113654
227,41891.9,1.38572,0.7105,1.12347,0.91156,0.75055,0.79007,0.41053,1.68831,0.78772,1.5279,0.00113418,0.00113418,0.00113418
228,42081.4,1.36287,0.69808,1.12219,0.91918,0.74784,0.81153,0.41742,1.59362,0.73074,1.4626,0.00113182,0.00113182,0.00113182
229,42271.9,1.37786,0.70979,1.1359,0.90037,0.73288,0.80118,0.40133,1.68311,0.8053,1.5519,0.00112946,0.00112946,0.00112946
230,42463.2,1.35538,0.71008,1.13385,0.91599,0.72954,0.80841,0.41378,1.63181,0.82161,1.47849,0.00112711,0.00112711,0.00112711
231,42652,1.37724,0.71499,1.12647,0.85912,0.72569,0.78289,0.40448,1.57111,0.79784,1.42393,0.00112475,0.00112475,0.00112475
232,42841.9,1.35954,0.70125,1.12835,0.93121,0.74901,0.82979,0.43109,1.6464,0.8268,1.46756,0.00112239,0.00112239,0.00112239
233,43031.8,1.36884,0.70462,1.12657,0.92916,0.74901,0.80581,0.40077,1.6754,0.80197,1.52213,0.00112003,0.00112003,0.00112003
234,43223.7,1.36655,0.69421,1.10962,0.90549,0.73091,0.78985,0.41139,1.67165,0.71617,1.51798,0.00111768,0.00111768,0.00111768
235,43412.9,1.34946,0.70785,1.11723,0.96328,0.7385,0.81929,0.43571,1.58698,0.71371,1.40687,0.00111532,0.00111532,0.00111532
236,43602.7,1.33524,0.68282,1.11325,0.94962,0.72173,0.8124,0.40831,1.63721,0.79616,1.50525,0.00111296,0.00111296,0.00111296
237,43790.9,1.3263,0.69173,1.11615,0.9101,0.77579,0.82119,0.4269,1.55416,0.74259,1.46696,0.0011106,0.0011106,0.0011106
238,43980.4,1.3374,0.68653,1.11548,0.96924,0.74185,0.82528,0.41266,1.59274,0.7523,1.48362,0.00110825,0.00110825,0.00110825
239,44167.6,1.34292,0.69152,1.11906,0.95215,0.75147,0.8233,0.42422,1.60549,0.77882,1.47097,0.00110589,0.00110589,0.00110589
240,44358.2,1.33826,0.6908,1.10819,0.96747,0.74767,0.83024,0.43193,1.62562,0.74375,1.4984,0.00110353,0.00110353,0.00110353
241,44546.5,1.349,0.69904,1.12653,0.99217,0.74901,0.82966,0.41666,1.64495,0.73391,1.51321,0.00110117,0.00110117,0.00110117
242,44730.9,1.35273,0.70662,1.1263,0.94181,0.77941,0.82327,0.42525,1.596,0.77565,1.48182,0.00109881,0.00109881,0.00109881
243,44907,1.32807,0.69782,1.11169,0.95332,0.7624,0.82879,0.43027,1.61194,0.78246,1.49634,0.00109646,0.00109646,0.00109646
244,45085.5,1.34954,0.70212,1.11425,0.89724,0.75794,0.80899,0.42166,1.55956,0.78279,1.44823,0.0010941,0.0010941,0.0010941
245,45262.7,1.35333,0.72155,1.12805,0.93243,0.75347,0.82132,0.42584,1.63232,0.72289,1.49163,0.00109174,0.00109174,0.00109174
246,45444.6,1.3385,0.68143,1.11847,0.97632,0.74901,0.82583,0.43875,1.57569,0.72698,1.45275,0.00108938,0.00108938,0.00108938
247,45625.6,1.3255,0.69314,1.11461,0.90575,0.75347,0.80988,0.41938,1.65422,0.81499,1.48724,0.00108703,0.00108703,0.00108703
248,45808.7,1.33645,0.69017,1.10779,0.93484,0.74467,0.80527,0.42852,1.61631,0.78364,1.46965,0.00108467,0.00108467,0.00108467
249,45988.8,1.35216,0.69269,1.12196,0.95889,0.75347,0.81033,0.42259,1.5749,0.75952,1.41766,0.00108231,0.00108231,0.00108231
250,46168,1.31907,0.67178,1.10203,0.95244,0.74901,0.81804,0.41675,1.66824,0.73605,1.59841,0.00107995,0.00107995,0.00107995
251,46347.4,1.3057,0.66144,1.0814,0.93396,0.73512,0.79415,0.40176,1.6805,0.74118,1.55814,0.0010776,0.0010776,0.0010776
252,46527.3,1.34747,0.69716,1.10509,0.9494,0.74419,0.82011,0.40219,1.58557,0.80602,1.46049,0.00107524,0.00107524,0.00107524
253,46712,1.33879,0.68631,1.10032,0.95492,0.74454,0.8089,0.4082,1.61945,0.79793,1.49741,0.00107288,0.00107288,0.00107288
254,46899.3,1.3339,0.68656,1.11221,0.92386,0.76687,0.82855,0.41808,1.62511,0.77381,1.47946,0.00107052,0.00107052,0.00107052
255,47083.1,1.32848,0.68728,1.10643,0.96611,0.75347,0.82122,0.41591,1.65663,0.75653,1.53869,0.00106817,0.00106817,0.00106817
256,47265.9,1.31884,0.68113,1.11211,0.96017,0.75024,0.81468,0.41221,1.6454,0.76231,1.47628,0.00106581,0.00106581,0.00106581
257,47450.3,1.35191,0.6957,1.10823,0.91043,0.73958,0.7886,0.41912,1.63405,0.79993,1.48975,0.00106345,0.00106345,0.00106345
258,47633.5,1.31732,0.67836,1.10257,0.93973,0.73892,0.80743,0.4106,1.62035,0.78551,1.53223,0.00106109,0.00106109,0.00106109
259,47817,1.30788,0.67596,1.0991,0.96264,0.74454,0.80875,0.42167,1.63445,0.75094,1.49348,0.00105874,0.00105874,0.00105874
260,48001.8,1.30602,0.67669,1.11585,0.94858,0.73604,0.80638,0.40759,1.59682,0.72607,1.46798,0.00105638,0.00105638,0.00105638
261,48188.6,1.30394,0.67141,1.10336,0.95223,0.75573,0.81174,0.42268,1.58769,0.73454,1.47925,0.00105402,0.00105402,0.00105402
262,48371.4,1.30673,0.67241,1.08736,0.94985,0.72738,0.81919,0.40393,1.67305,0.75368,1.58237,0.00105166,0.00105166,0.00105166
263,48564.1,1.29495,0.69284,1.12356,0.84003,0.73753,0.77142,0.39898,1.66137,0.84123,1.58557,0.00104931,0.00104931,0.00104931
264,48756.3,1.31602,0.68368,1.10226,0.90177,0.75454,0.81093,0.41624,1.53681,0.74752,1.44598,0.00104695,0.00104695,0.00104695
265,48946.8,1.30352,0.68358,1.09312,0.94446,0.7352,0.8159,0.41536,1.62352,0.74068,1.53656,0.00104459,0.00104459,0.00104459
266,49137,1.2872,0.67165,1.10471,0.93916,0.75192,0.81105,0.39634,1.68892,0.78875,1.60306,0.00104223,0.00104223,0.00104223
267,49325.9,1.29799,0.66583,1.1017,0.92979,0.74901,0.80738,0.4138,1.63558,0.78454,1.53401,0.00103987,0.00103987,0.00103987
268,49514.1,1.31107,0.67687,1.08012,0.96885,0.74454,0.81369,0.4247,1.61734,0.70165,1.48189,0.00103752,0.00103752,0.00103752
269,49702.5,1.26578,0.66086,1.09253,0.94362,0.74716,0.8149,0.41624,1.60728,0.71783,1.48015,0.00103516,0.00103516,0.00103516
270,49892.5,1.30257,0.67696,1.09775,0.94585,0.76189,0.81745,0.4265,1.58811,0.71642,1.48502,0.0010328,0.0010328,0.0010328
271,50081.8,1.30958,0.67589,1.09404,0.90486,0.76045,0.82124,0.43678,1.60129,0.72492,1.47172,0.00103044,0.00103044,0.00103044
272,50272.6,1.28166,0.66681,1.09338,0.94131,0.7624,0.81756,0.42656,1.61307,0.73478,1.49361,0.00102809,0.00102809,0.00102809
273,50463.1,1.2859,0.66584,1.08258,0.91814,0.75613,0.81901,0.42417,1.6191,0.74827,1.5515,0.00102573,0.00102573,0.00102573
274,50650.9,1.29653,0.66899,1.10806,0.97757,0.74901,0.82291,0.44962,1.55142,0.70165,1.43865,0.00102337,0.00102337,0.00102337
275,50840.1,1.26623,0.6625,1.08622,0.94316,0.75335,0.81645,0.41903,1.64034,0.79771,1.50714,0.00102101,0.00102101,0.00102101
276,51030.1,1.28988,0.6705,1.10869,0.94966,0.74901,0.81309,0.4322,1.55497,0.70664,1.46135,0.00101866,0.00101866,0.00101866
277,51214.8,1.27216,0.65806,1.08672,0.9169,0.74616,0.80632,0.40457,1.60837,0.77556,1.52039,0.0010163,0.0010163,0.0010163
278,51399.2,1.27414,0.65724,1.08748,0.89813,0.74723,0.81108,0.41988,1.57147,0.70807,1.4508,0.00101394,0.00101394,0.00101394
279,51582.1,1.29798,0.66016,1.09555,0.97869,0.747,0.82229,0.4249,1.68405,0.79486,1.54162,0.00101158,0.00101158,0.00101158
280,51768.6,1.31051,0.65862,1.08943,0.9127,0.74623,0.80011,0.40849,1.67717,0.78538,1.52603,0.00100923,0.00100923,0.00100923
281,51952.1,1.28009,0.66638,1.0757,0.90535,0.7624,0.81455,0.42134,1.63301,0.74533,1.52908,0.00100687,0.00100687,0.00100687
282,52137,1.26305,0.65799,1.08309,0.94702,0.74901,0.81946,0.42979,1.59858,0.76091,1.49996,0.00100451,0.00100451,0.00100451
283,52321.7,1.27412,0.65401,1.08071,0.89632,0.75794,0.80953,0.41879,1.59949,0.77732,1.52095,0.00100215,0.00100215,0.00100215
284,52504.7,1.28975,0.66549,1.08755,0.91757,0.75347,0.8164,0.41896,1.61828,0.78433,1.54647,0.000999795,0.000999795,0.000999795
285,52685.9,1.26909,0.66598,1.09356,0.9256,0.74901,0.8005,0.4083,1.70856,0.79651,1.60325,0.000997438,0.000997438,0.000997438
286,52865.5,1.2644,0.65439,1.08674,0.9028,0.75349,0.80791,0.42742,1.63048,0.75108,1.53474,0.00099508,0.00099508,0.00099508
287,53044.6,1.24707,0.64375,1.08219,0.93584,0.74615,0.81313,0.43697,1.6529,0.76698,1.5519,0.000992722,0.000992722,0.000992722
288,53222.1,1.2844,0.67169,1.08006,0.90554,0.7624,0.81861,0.41007,1.62932,0.76196,1.57691,0.000990365,0.000990365,0.000990365
289,53400.2,1.28448,0.6481,1.08093,0.93208,0.7624,0.82516,0.43419,1.63359,0.73435,1.54495,0.000988007,0.000988007,0.000988007
290,53578.1,1.26068,0.64713,1.08124,0.9755,0.74742,0.81287,0.42378,1.64777,0.75263,1.54338,0.000985649,0.000985649,0.000985649
291,53760,1.25364,0.65695,1.07808,0.93246,0.73115,0.79876,0.41491,1.67309,0.82461,1.62655,0.000983292,0.000983292,0.000983292
292,53941.5,1.26593,0.6474,1.0782,0.93238,0.73913,0.80632,0.43631,1.6105,0.72395,1.49908,0.000980934,0.000980934,0.000980934
293,54123.2,1.25649,0.6477,1.07504,0.91397,0.74274,0.80917,0.42366,1.57732,0.80102,1.48164,0.000978577,0.000978577,0.000978577
294,54303,1.27185,0.65373,1.09062,0.95818,0.73512,0.82494,0.43022,1.61004,0.76041,1.51383,0.000976219,0.000976219,0.000976219
295,54486.3,1.25335,0.64103,1.06847,0.90387,0.75347,0.79817,0.40389,1.69995,0.78584,1.61831,0.000973861,0.000973861,0.000973861
296,54673.3,1.24791,0.63448,1.07025,0.91993,0.76156,0.81311,0.42946,1.57419,0.72783,1.47449,0.000971504,0.000971504,0.000971504
297,54855.5,1.25824,0.64732,1.08492,0.93268,0.75347,0.81973,0.43121,1.61852,0.71508,1.54575,0.000969146,0.000969146,0.000969146
298,55036.1,1.28414,0.65686,1.0774,0.92842,0.74865,0.7991,0.40199,1.65071,0.7948,1.59791,0.000966789,0.000966789,0.000966789
299,55216.9,1.27406,0.65132,1.08181,0.92599,0.75347,0.81345,0.4288,1.60362,0.7614,1.52883,0.000964431,0.000964431,0.000964431
300,55395.8,1.25631,0.65297,1.08458,0.94713,0.73065,0.81782,0.43638,1.58233,0.79371,1.45854,0.000962073,0.000962073,0.000962073
301,55576.6,1.2268,0.64522,1.0804,0.91152,0.75347,0.81302,0.43911,1.60601,0.74235,1.52185,0.000959716,0.000959716,0.000959716
302,55756,1.22436,0.62944,1.07035,0.93982,0.76857,0.8227,0.42847,1.58866,0.72152,1.53372,0.000957358,0.000957358,0.000957358
303,55933.7,1.27137,0.6575,1.08323,0.955,0.74719,0.82086,0.43598,1.57374,0.74307,1.49036,0.000955,0.000955,0.000955
304,56109.5,1.26051,0.65184,1.08187,0.95908,0.7561,0.81858,0.4254,1.62527,0.75307,1.57271,0.000952643,0.000952643,0.000952643
305,56289.1,1.23894,0.65188,1.0883,0.93062,0.7548,0.81582,0.41257,1.6609,0.77001,1.59394,0.000950285,0.000950285,0.000950285
306,56467.5,1.23824,0.64195,1.06986,0.95342,0.74901,0.8216,0.42299,1.62763,0.75394,1.53977,0.000947928,0.000947928,0.000947928
307,56644.8,1.22986,0.65017,1.07589,0.94776,0.75347,0.81707,0.41788,1.6276,0.73574,1.5114,0.00094557,0.00094557,0.00094557
308,56820.8,1.21825,0.62683,1.05945,0.94544,0.7624,0.82335,0.42286,1.57892,0.72182,1.4828,0.000943212,0.000943212,0.000943212
309,57002.1,1.25009,0.65564,1.08804,0.95382,0.75865,0.82606,0.4223,1.60301,0.79571,1.54984,0.000940855,0.000940855,0.000940855
310,57182.5,1.24833,0.63337,1.06138,0.92527,0.75586,0.81497,0.43993,1.58138,0.76585,1.49648,0.000938497,0.000938497,0.000938497
311,57362.8,1.23531,0.64246,1.05299,0.94539,0.7624,0.83452,0.43983,1.59238,0.75646,1.54961,0.00093614,0.00093614,0.00093614
312,57549,1.2488,0.64791,1.06278,0.96104,0.75347,0.82184,0.43006,1.60844,0.73536,1.54157,0.000933782,0.000933782,0.000933782
313,57730.6,1.24084,0.65224,1.09491,0.95148,0.7535,0.82573,0.43759,1.6107,0.74727,1.54602,0.000931424,0.000931424,0.000931424
314,57913.2,1.22201,0.64086,1.06171,0.93731,0.76448,0.82048,0.43872,1.57634,0.7291,1.5295,0.000929067,0.000929067,0.000929067
315,58095.2,1.25404,0.65678,1.08326,0.91608,0.76035,0.8308,0.43226,1.60216,0.74302,1.49246,0.000926709,0.000926709,0.000926709
316,58281.5,1.23044,0.63519,1.06482,0.9299,0.7624,0.81591,0.43852,1.61833,0.72328,1.53206,0.000924352,0.000924352,0.000924352
317,58461.6,1.22761,0.63923,1.07779,0.91351,0.76687,0.83155,0.4323,1.59631,0.74183,1.5157,0.000921994,0.000921994,0.000921994
318,58639.8,1.21206,0.63155,1.05744,0.91782,0.75794,0.83045,0.43447,1.61417,0.7494,1.57694,0.000919636,0.000919636,0.000919636
319,58816.6,1.22551,0.63168,1.06204,0.92562,0.72173,0.8097,0.41476,1.6489,0.77079,1.55573,0.000917279,0.000917279,0.000917279
320,58993.7,1.21988,0.63453,1.07431,0.92044,0.75458,0.81781,0.41481,1.68232,0.72973,1.59251,0.000914921,0.000914921,0.000914921
321,59171.1,1.2241,0.61827,1.06572,0.96392,0.76256,0.828,0.41816,1.63229,0.71151,1.61511,0.000912563,0.000912563,0.000912563
322,59353.6,1.22326,0.62202,1.05838,0.949,0.74381,0.83223,0.42672,1.67242,0.74114,1.59722,0.000910206,0.000910206,0.000910206
323,59536.7,1.22939,0.63534,1.05778,0.95085,0.74178,0.83336,0.42954,1.6456,0.73405,1.58701,0.000907848,0.000907848,0.000907848
324,59719.6,1.24889,0.63502,1.06498,0.939,0.72483,0.81844,0.42517,1.62437,0.72721,1.53389,0.000905491,0.000905491,0.000905491
325,59906,1.21259,0.63069,1.05432,0.94626,0.74918,0.82713,0.4289,1.64479,0.69542,1.58207,0.000903133,0.000903133,0.000903133
326,60097,1.21668,0.62926,1.06626,0.93271,0.74851,0.82571,0.44544,1.62473,0.68718,1.58478,0.000900775,0.000900775,0.000900775
327,60282,1.20196,0.63697,1.06478,0.96397,0.76983,0.83283,0.43616,1.57946,0.75068,1.54639,0.000898418,0.000898418,0.000898418
328,60470,1.2066,0.63709,1.06696,0.93418,0.76204,0.82056,0.43016,1.64039,0.71717,1.59397,0.00089606,0.00089606,0.00089606
329,60657.5,1.20477,0.62199,1.06233,0.95563,0.75331,0.81692,0.42782,1.63141,0.72678,1.55363,0.000893703,0.000893703,0.000893703
330,60844,1.20962,0.62557,1.05706,0.88298,0.73958,0.79654,0.40857,1.64571,0.74134,1.59701,0.000891345,0.000891345,0.000891345
331,61030.4,1.22479,0.62835,1.06731,0.96795,0.75347,0.82743,0.42221,1.66373,0.73871,1.61251,0.000888987,0.000888987,0.000888987
332,61218.7,1.22971,0.6413,1.05657,0.95907,0.75601,0.81092,0.41634,1.63229,0.75636,1.60332,0.00088663,0.00088663,0.00088663
333,61407.2,1.18955,0.61411,1.04042,0.97126,0.75712,0.82095,0.4199,1.65722,0.74291,1.59065,0.000884272,0.000884272,0.000884272
334,61596.4,1.19875,0.6336,1.06269,0.92453,0.75794,0.80439,0.41028,1.63767,0.76853,1.55005,0.000881914,0.000881914,0.000881914
335,61784.1,1.20577,0.62822,1.05903,0.93109,0.75741,0.81344,0.42713,1.60362,0.77469,1.47877,0.000879557,0.000879557,0.000879557
336,61971.9,1.22196,0.63452,1.05787,0.89775,0.74901,0.78401,0.4,1.6199,0.85587,1.50634,0.000877199,0.000877199,0.000877199
337,62161.4,1.20556,0.61925,1.04451,0.94767,0.75347,0.81138,0.41708,1.60797,0.76345,1.51808,0.000874842,0.000874842,0.000874842
338,62349.4,1.17759,0.60348,1.03487,0.94965,0.75794,0.81956,0.42591,1.63259,0.75459,1.59275,0.000872484,0.000872484,0.000872484
339,62538.1,1.20537,0.62733,1.05775,0.95207,0.75122,0.818,0.43471,1.63062,0.72732,1.57415,0.000870126,0.000870126,0.000870126
340,62719,1.19295,0.62898,1.0525,0.93566,0.75052,0.81781,0.4214,1.6107,0.7228,1.55869,0.000867769,0.000867769,0.000867769
341,62899.6,1.21357,0.63239,1.05233,0.94358,0.75794,0.81423,0.41295,1.60869,0.73792,1.56453,0.000865411,0.000865411,0.000865411
342,63079.5,1.19281,0.62721,1.053,0.94355,0.75794,0.81265,0.42601,1.62367,0.7151,1.5519,0.000863054,0.000863054,0.000863054
343,63261.5,1.21127,0.6318,1.05853,0.9165,0.75794,0.80192,0.41133,1.67645,0.74222,1.59767,0.000860696,0.000860696,0.000860696
344,63441.7,1.22549,0.6263,1.05368,0.8945,0.7418,0.80211,0.42123,1.6875,0.73784,1.62273,0.000858338,0.000858338,0.000858338
345,63629.6,1.19658,0.64297,1.066,0.90642,0.75794,0.78863,0.41553,1.6787,0.82551,1.57859,0.000855981,0.000855981,0.000855981
346,63816.3,1.18062,0.62118,1.04867,0.92014,0.75582,0.80328,0.4162,1.64935,0.80361,1.56532,0.000853623,0.000853623,0.000853623
347,64004.3,1.18504,0.61977,1.03872,0.93087,0.74395,0.80073,0.41008,1.61355,0.80518,1.54017,0.000851265,0.000851265,0.000851265
348,64194.8,1.20461,0.63137,1.04617,0.93988,0.74321,0.80606,0.40876,1.63663,0.74342,1.57664,0.000848908,0.000848908,0.000848908
349,64383.4,1.2002,0.6257,1.04047,0.93715,0.74523,0.8172,0.4124,1.63726,0.73543,1.60037,0.00084655,0.00084655,0.00084655
350,64571.2,1.18029,0.6191,1.0344,0.92677,0.77133,0.82479,0.41025,1.6649,0.71805,1.60113,0.000844193,0.000844193,0.000844193
351,64757.3,1.18946,0.62081,1.04854,0.92778,0.75347,0.81155,0.42237,1.71207,0.71826,1.65096,0.000841835,0.000841835,0.000841835
352,64947,1.19405,0.62279,1.04921,0.92519,0.75347,0.81078,0.41767,1.68405,0.74298,1.63622,0.000839477,0.000839477,0.000839477
353,65135,1.17909,0.62275,1.0462,0.96231,0.74454,0.8199,0.43001,1.64785,0.74625,1.56545,0.00083712,0.00083712,0.00083712
354,65323.2,1.19097,0.60899,1.03949,0.89946,0.76631,0.81436,0.42912,1.63151,0.75351,1.53823,0.000834762,0.000834762,0.000834762
355,65510.6,1.18308,0.62201,1.04552,0.90515,0.76754,0.81961,0.42634,1.60695,0.74272,1.5188,0.000832405,0.000832405,0.000832405
356,65700.2,1.1943,0.63605,1.04626,0.94923,0.74824,0.81814,0.42451,1.65274,0.75755,1.58128,0.000830047,0.000830047,0.000830047
357,65887.8,1.18335,0.61703,1.04128,0.90895,0.75794,0.79991,0.41107,1.62207,0.75155,1.55882,0.000827689,0.000827689,0.000827689
358,66075,1.19755,0.61602,1.03961,0.91617,0.74395,0.8074,0.42156,1.6255,0.74732,1.57464,0.000825332,0.000825332,0.000825332
359,66264.2,1.1622,0.61054,1.04216,0.92852,0.75128,0.81123,0.42208,1.61345,0.75314,1.56758,0.000822974,0.000822974,0.000822974
360,66447.6,1.15058,0.59424,1.01884,0.9589,0.74574,0.80976,0.42492,1.65103,0.75499,1.62854,0.000820616,0.000820616,0.000820616
361,66629,1.17884,0.61162,1.04482,0.92838,0.7624,0.82172,0.42622,1.63756,0.69656,1.57614,0.000818259,0.000818259,0.000818259
362,66808.7,1.16641,0.61127,1.03682,0.95392,0.74332,0.8187,0.43117,1.63616,0.72296,1.59973,0.000815901,0.000815901,0.000815901
363,66988.7,1.17922,0.61887,1.04626,0.93302,0.75347,0.81947,0.42789,1.63366,0.71684,1.58626,0.000813544,0.000813544,0.000813544
364,67165.9,1.18089,0.6198,1.04944,0.93605,0.74008,0.81775,0.43571,1.6061,0.72391,1.53918,0.000811186,0.000811186,0.000811186
365,67342.3,1.17808,0.6089,1.01876,0.94448,0.74901,0.81401,0.42098,1.63516,0.75605,1.5813,0.000808828,0.000808828,0.000808828
366,67518.7,1.17469,0.62808,1.05485,0.95895,0.73501,0.81496,0.41643,1.62778,0.74849,1.55267,0.000806471,0.000806471,0.000806471
367,67693.8,1.17135,0.61182,1.0502,0.9403,0.75347,0.81159,0.43252,1.62935,0.73209,1.56073,0.000804113,0.000804113,0.000804113
368,67869.9,1.17739,0.61127,1.03999,0.94252,0.7624,0.81223,0.43025,1.63123,0.73864,1.571,0.000801756,0.000801756,0.000801756
369,68045.5,1.17845,0.60656,1.02296,0.90293,0.7624,0.80763,0.41705,1.63715,0.74099,1.58241,0.000799398,0.000799398,0.000799398
370,68225.6,1.19525,0.63044,1.04443,0.91979,0.75794,0.80555,0.41153,1.66199,0.74662,1.62217,0.00079704,0.00079704,0.00079704
