epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,5363.42,1.03467,0.73988,1.2331,0.82966,0.83071,0.84528,0.51465,1.58385,1.17444,1.88905,0.001118,0.001118,0.001118
34,5527.4,1.01863,0.71372,1.20633,0.85671,0.79735,0.82797,0.50834,1.39009,1.14413,1.73235,0.00111388,0.00111388,0.00111388
35,5691.89,1.02772,0.72444,1.2074,0.86973,0.81847,0.81692,0.51911,1.56118,1.21239,1.86254,0.00110975,0.00110975,0.00110975
36,5854.69,0.99057,0.69424,1.1927,0.8057,0.8375,0.82025,0.511,1.44679,1.12045,1.7549,0.00110563,0.00110563,0.00110563
37,6017.5,1.00553,0.7035,1.20402,0.88085,0.78215,0.81611,0.51305,1.49686,1.34169,1.74339,0.0011015,0.0011015,0.0011015
38,6180.31,0.98303,0.6801,1.1785,0.83934,0.80775,0.81765,0.51382,1.29767,1.10133,1.67837,0.00109738,0.00109738,0.00109738
39,6344.44,1.01845,0.70147,1.1944,0.788,0.81931,0.80702,0.49816,1.52466,1.37087,1.8161,0.00109325,0.00109325,0.00109325
40,6505.95,0.99154,0.68624,1.17421,0.83172,0.81033,0.79217,0.477,1.53619,1.32782,1.76178,0.00108913,0.00108913,0.00108913
41,6669.69,0.98518,0.6761,1.1719,0.89691,0.82848,0.85405,0.53903,1.52887,1.22738,1.81455,0.001085,0.001085,0.001085
42,6834.01,0.99015,0.67758,1.17858,0.75353,0.80587,0.78771,0.47268,1.47067,1.21204,1.77088,0.00108088,0.00108088,0.00108088
43,6996.81,0.95578,0.66751,1.16483,0.88801,0.78804,0.84745,0.51845,1.64813,1.17005,1.85432,0.00107675,0.00107675,0.00107675
44,7160.39,0.98834,0.69737,1.19473,0.8784,0.85537,0.8621,0.53622,1.54107,1.0993,1.81509,0.00107263,0.00107263,0.00107263
45,7322.09,0.97104,0.64519,1.14611,0.82959,0.83145,0.83829,0.54808,1.34481,1.11186,1.67598,0.0010685,0.0010685,0.0010685
46,7485.75,0.96761,0.6476,1.16255,0.8766,0.84719,0.85354,0.54038,1.46872,1.19633,1.74241,0.00106437,0.00106437,0.00106437
47,7648.68,0.96309,0.65559,1.15876,0.85995,0.82126,0.82464,0.51511,1.44463,1.10105,1.72336,0.00106025,0.00106025,0.00106025
48,7810.8,0.96721,0.63755,1.16196,0.87667,0.82653,0.83582,0.52216,1.54193,1.23255,1.82251,0.00105612,0.00105612,0.00105612
49,7974.26,0.96363,0.63794,1.16511,0.82929,0.8282,0.82548,0.52286,1.38067,1.06216,1.67613,0.001052,0.001052,0.001052
50,8136.77,0.96761,0.64697,1.14446,0.81606,0.83001,0.82132,0.48513,1.34866,1.59253,1.61974,0.00104787,0.00104787,0.00104787
51,8299.41,0.93675,0.637,1.14369,0.91282,0.85263,0.87783,0.54103,1.43067,1.1055,1.70174,0.00104375,0.00104375,0.00104375
52,8462.21,0.95828,0.64172,1.15132,0.92352,0.85145,0.8837,0.5618,1.35428,1.00241,1.67709,0.00103962,0.00103962,0.00103962
53,8625.56,0.92903,0.61499,1.13082,0.89706,0.87168,0.87709,0.54361,1.42331,1.06029,1.73245,0.0010355,0.0010355,0.0010355
54,8791.37,0.93383,0.61003,1.13083,0.87519,0.83303,0.82466,0.53499,1.60099,1.00849,1.89052,0.00103138,0.00103138,0.00103138
55,8953.78,0.94023,0.61935,1.14441,0.87636,0.84752,0.86178,0.55891,1.48226,1.12206,1.80207,0.00102725,0.00102725,0.00102725
56,9117.64,0.94207,0.62475,1.14432,0.90918,0.85688,0.8509,0.558,1.30532,1.02077,1.65866,0.00102312,0.00102312,0.00102312
57,9280.68,0.9475,0.60657,1.13079,0.87774,0.87986,0.86189,0.54989,1.3643,0.98174,1.68312,0.001019,0.001019,0.001019
58,9443.13,0.93462,0.609,1.11769,0.86461,0.84017,0.84323,0.52946,1.44843,1.13401,1.72368,0.00101488,0.00101488,0.00101488
59,9605.31,0.93558,0.61409,1.13909,0.88709,0.85296,0.86331,0.56056,1.33994,1.17891,1.68436,0.00101075,0.00101075,0.00101075
60,9769.17,0.93837,0.60925,1.13214,0.89844,0.84855,0.87537,0.56283,1.39588,1.02956,1.64325,0.00100663,0.00100663,0.00100663
61,9931.81,0.93342,0.61682,1.12402,0.89831,0.83213,0.85689,0.55259,1.49728,1.40008,1.7526,0.0010025,0.0010025,0.0010025
62,10095.8,0.91947,0.6013,1.12582,0.91163,0.84302,0.85283,0.55796,1.41848,1.14129,1.7084,0.000998375,0.000998375,0.000998375
63,10258.7,0.87728,0.57183,1.10078,0.87379,0.83185,0.84413,0.55715,1.34863,0.98462,1.62934,0.00099425,0.00099425,0.00099425
64,10421.8,0.90246,0.57329,1.10135,0.88541,0.86232,0.86274,0.53884,1.40241,1.05644,1.71299,0.000990125,0.000990125,0.000990125
65,10584.6,0.92638,0.57608,1.11336,0.90546,0.87168,0.86341,0.57,1.35577,0.95684,1.69676,0.000986,0.000986,0.000986
66,10750.4,0.92234,0.58562,1.11585,0.90557,0.86566,0.86276,0.56306,1.36656,0.92931,1.63625,0.000981875,0.000981875,0.000981875
67,10914.6,0.91192,0.5731,1.11433,0.91321,0.89005,0.87761,0.56062,1.40569,0.95804,1.66978,0.00097775,0.00097775,0.00097775
68,11076.3,0.90844,0.58021,1.11545,0.88357,0.88557,0.8829,0.57237,1.37846,0.98181,1.6942,0.000973625,0.000973625,0.000973625
69,11239.2,0.9074,0.57304,1.11056,0.92683,0.88094,0.88704,0.55203,1.34288,0.91061,1.61405,0.0009695,0.0009695,0.0009695
70,11401.8,0.89073,0.55959,1.09712,0.91653,0.84983,0.85612,0.54793,1.40002,0.94164,1.65679,0.000965375,0.000965375,0.000965375
71,11565.5,0.91798,0.5757,1.1057,0.89817,0.85537,0.87108,0.57191,1.32987,0.86558,1.65146,0.00096125,0.00096125,0.00096125
72,11728.5,0.9001,0.55969,1.09984,0.92112,0.88039,0.87698,0.55483,1.47422,1.00418,1.74694,0.000957125,0.000957125,0.000957125
73,11889.9,0.88594,0.54495,1.08152,0.91819,0.87878,0.88067,0.58335,1.26448,0.86763,1.60591,0.000953,0.000953,0.000953
74,12051.8,0.90606,0.56868,1.10714,0.89107,0.84516,0.83029,0.50633,1.75546,1.3534,1.93459,0.000948875,0.000948875,0.000948875
75,12213.8,0.87954,0.56066,1.09321,0.90876,0.86926,0.86558,0.57456,1.28993,0.87447,1.61,0.00094475,0.00094475,0.00094475
76,12376.7,0.87997,0.56244,1.09917,0.91128,0.88642,0.89357,0.5849,1.21023,0.85175,1.54961,0.000940625,0.000940625,0.000940625
77,12540.6,0.88299,0.55392,1.09871,0.90407,0.88949,0.89827,0.57934,1.35535,0.86669,1.6155,0.0009365,0.0009365,0.0009365
78,12704.3,0.86957,0.54921,1.09678,0.852,0.86774,0.86877,0.55887,1.28124,0.96499,1.55914,0.000932375,0.000932375,0.000932375
79,12866.6,0.9118,0.56906,1.11114,0.90651,0.85448,0.86777,0.57991,1.25897,0.92238,1.56711,0.00092825,0.00092825,0.00092825
80,13029.4,0.87792,0.54725,1.09078,0.89839,0.87862,0.88518,0.56891,1.38207,0.87218,1.66211,0.000924125,0.000924125,0.000924125
81,13192.3,0.86746,0.53445,1.07918,0.92174,0.86931,0.86647,0.579,1.39078,0.90404,1.69289,0.00092,0.00092,0.00092
82,13354.3,0.87742,0.54558,1.08608,0.92874,0.87349,0.86732,0.56776,1.4036,0.82577,1.6824,0.000915875,0.000915875,0.000915875
83,13517.8,0.87457,0.53877,1.08593,0.8844,0.87413,0.88604,0.53546,1.40324,0.89618,1.62433,0.00091175,0.00091175,0.00091175
84,13680.5,0.87827,0.54273,1.09383,0.8671,0.8923,0.87786,0.58079,1.25364,0.79616,1.56418,0.000907625,0.000907625,0.000907625
85,13842.6,0.87721,0.53834,1.09033,0.92972,0.86775,0.88025,0.5924,1.30927,0.79051,1.57241,0.0009035,0.0009035,0.0009035
86,14004.5,0.88232,0.54529,1.08906,0.93877,0.85558,0.89012,0.57237,1.35362,0.80226,1.61889,0.000899375,0.000899375,0.000899375
87,14167.6,0.8949,0.54539,1.09228,0.94101,0.87371,0.88722,0.58913,1.29385,0.82731,1.59718,0.00089525,0.00089525,0.00089525
88,14330.9,0.88443,0.54036,1.08979,0.92091,0.87168,0.88703,0.59408,1.13494,0.88679,1.47373,0.000891125,0.000891125,0.000891125
89,14494.1,0.85574,0.52995,1.06955,0.92793,0.85268,0.88315,0.5828,1.31094,0.86322,1.57269,0.000887,0.000887,0.000887
90,14656.9,0.8692,0.53382,1.08505,0.95551,0.8737,0.89087,0.59759,1.36311,0.81433,1.64992,0.000882875,0.000882875,0.000882875
91,14821,0.86109,0.52473,1.06624,0.90806,0.88406,0.89354,0.58291,1.35417,0.86627,1.61636,0.00087875,0.00087875,0.00087875
92,14983.3,0.84169,0.51552,1.06807,0.92448,0.86868,0.89407,0.60504,1.3115,0.82556,1.61958,0.000874625,0.000874625,0.000874625
93,15147.3,0.84679,0.51363,1.06179,0.93422,0.85285,0.8914,0.58853,1.3281,0.89507,1.63167,0.0008705,0.0008705,0.0008705
94,15309.8,0.85533,0.52489,1.08206,0.87385,0.90036,0.89865,0.59733,1.2614,0.77689,1.57086,0.000866375,0.000866375,0.000866375
95,15473.4,0.86654,0.52657,1.09159,0.91566,0.85883,0.87229,0.57486,1.261,0.93465,1.60546,0.00086225,0.00086225,0.00086225
96,15635.6,0.85631,0.51716,1.07274,0.88389,0.85537,0.82708,0.56154,1.56903,1.14521,1.79246,0.000858125,0.000858125,0.000858125
97,15801.3,0.84847,0.51327,1.07376,0.92092,0.88648,0.89045,0.58099,1.42599,0.82111,1.67734,0.000854,0.000854,0.000854
98,15963.7,0.84402,0.50703,1.07485,0.94254,0.87831,0.87854,0.57493,1.35811,0.78751,1.63556,0.000849875,0.000849875,0.000849875
99,16127.4,0.84676,0.49781,1.06339,0.93552,0.87478,0.88525,0.5825,1.23413,0.77263,1.51381,0.00084575,0.00084575,0.00084575
100,16289.9,0.84672,0.49854,1.06603,0.93454,0.86639,0.88301,0.55486,1.33051,0.82757,1.62164,0.000841625,0.000841625,0.000841625
101,16453.3,0.84569,0.51302,1.06096,0.91379,0.88557,0.87102,0.54097,1.34995,0.79652,1.58085,0.0008375,0.0008375,0.0008375
102,16618.1,0.85703,0.51387,1.06435,0.90922,0.88557,0.87877,0.60111,1.32055,0.85537,1.60755,0.000833375,0.000833375,0.000833375
103,16782.4,0.83611,0.49234,1.06257,0.89994,0.89251,0.88123,0.58163,1.38976,0.94022,1.67028,0.00082925,0.00082925,0.00082925
104,16944.5,0.84794,0.49497,1.06382,0.91792,0.89382,0.89004,0.5796,1.21731,0.69964,1.5004,0.000825125,0.000825125,0.000825125
105,17107.3,0.82494,0.49073,1.06184,0.94007,0.88951,0.89776,0.58864,1.31119,0.72776,1.54917,0.000821,0.000821,0.000821
106,17269.8,0.82622,0.4911,1.06003,0.921,0.89077,0.88852,0.59082,1.24043,0.72387,1.51022,0.000816875,0.000816875,0.000816875
107,17433.6,0.8373,0.49964,1.06459,0.90792,0.8854,0.88834,0.5917,1.30438,0.74717,1.57532,0.00081275,0.00081275,0.00081275
108,17597.3,0.8329,0.48904,1.05991,0.91918,0.90731,0.89967,0.58913,1.31806,0.72072,1.58657,0.000808625,0.000808625,0.000808625
109,17760.8,0.83744,0.50096,1.06302,0.91016,0.87319,0.88536,0.59944,1.21688,0.79204,1.5214,0.0008045,0.0008045,0.0008045
110,17925,0.86316,0.5046,1.07377,0.88332,0.87838,0.88054,0.58046,1.19131,0.85369,1.5113,0.000800375,0.000800375,0.000800375
111,18090.8,0.82673,0.49242,1.05587,0.88656,0.89159,0.89618,0.60102,1.23808,0.7525,1.56092,0.00079625,0.00079625,0.00079625
112,18255.2,0.82005,0.49089,1.05476,0.94137,0.87537,0.9017,0.60956,1.15059,0.72391,1.44978,0.000792125,0.000792125,0.000792125
113,18418.6,0.83947,0.49406,1.05255,0.9492,0.88035,0.90366,0.60659,1.23783,0.68102,1.53074,0.000788,0.000788,0.000788
114,18581.5,0.836,0.50149,1.06235,0.92637,0.89493,0.90536,0.60663,1.45091,0.71226,1.79167,0.000783875,0.000783875,0.000783875
115,18744.1,0.84178,0.50302,1.05118,0.91078,0.89804,0.90732,0.5845,1.33726,0.77586,1.60234,0.00077975,0.00077975,0.00077975
116,18906.5,0.83322,0.4934,1.05297,0.93554,0.90882,0.91193,0.59409,1.28084,0.75431,1.56331,0.000775625,0.000775625,0.000775625
117,19069.4,0.83128,0.48912,1.05609,0.9256,0.90277,0.91144,0.59946,1.17357,0.70833,1.46645,0.0007715,0.0007715,0.0007715
118,19233.5,0.80915,0.47724,1.0488,0.88192,0.88255,0.89515,0.5997,1.27206,0.82679,1.57903,0.000767375,0.000767375,0.000767375
119,19395.6,0.8173,0.48421,1.06284,0.94841,0.8942,0.90753,0.59258,1.30462,0.75338,1.59296,0.00076325,0.00076325,0.00076325
120,19558.6,0.8171,0.47679,1.04627,0.92303,0.90073,0.90382,0.59772,1.27476,0.69404,1.54764,0.000759125,0.000759125,0.000759125
121,19720.6,0.82741,0.48964,1.0634,0.91309,0.8829,0.87417,0.59455,1.22138,0.70854,1.51496,0.000755,0.000755,0.000755
122,19883.9,0.83411,0.49258,1.06489,0.91714,0.88587,0.87999,0.58451,1.28466,0.69241,1.58506,0.000750875,0.000750875,0.000750875
123,20047.4,0.82079,0.48255,1.04225,0.93871,0.88406,0.90103,0.60153,1.27065,0.73152,1.55391,0.00074675,0.00074675,0.00074675
124,20209.7,0.81788,0.47935,1.0557,0.89728,0.87187,0.89432,0.59805,1.28115,0.78035,1.56381,0.000742625,0.000742625,0.000742625
125,20373.1,0.81611,0.4681,1.04732,0.9475,0.85085,0.88796,0.5953,1.27867,0.71457,1.55628,0.0007385,0.0007385,0.0007385
126,20535.7,0.83582,0.48437,1.05237,0.93538,0.891,0.89883,0.5906,1.34838,0.70619,1.58598,0.000734375,0.000734375,0.000734375
127,20699.8,0.81069,0.46922,1.04352,0.95138,0.89644,0.89862,0.58111,1.28572,0.68066,1.52602,0.00073025,0.00073025,0.00073025
128,20863.1,0.80286,0.46242,1.04516,0.90609,0.88681,0.88362,0.59434,1.25426,0.66354,1.53165,0.000726125,0.000726125,0.000726125
129,21024.7,0.80248,0.47113,1.03672,0.93095,0.89233,0.90614,0.59997,1.26976,0.65387,1.56652,0.000722,0.000722,0.000722
130,21187.4,0.82191,0.48394,1.06032,0.90284,0.89644,0.89031,0.57629,1.30719,0.73637,1.54147,0.000717875,0.000717875,0.000717875
131,21350.7,0.80287,0.4688,1.04772,0.92074,0.90898,0.89812,0.59742,1.34698,0.76959,1.63832,0.00071375,0.00071375,0.00071375
132,21515.6,0.81461,0.47107,1.03979,0.94131,0.90066,0.90919,0.60915,1.25217,0.6637,1.53689,0.000709625,0.000709625,0.000709625
133,21677.6,0.81941,0.47462,1.04656,0.91776,0.89403,0.88648,0.59627,1.27138,0.69762,1.54977,0.0007055,0.0007055,0.0007055
134,21840.3,0.81318,0.46791,1.03445,0.9405,0.89493,0.89506,0.59537,1.48143,0.74986,1.75601,0.000701375,0.000701375,0.000701375
135,22003.2,0.81404,0.46149,1.0437,0.93314,0.89383,0.90261,0.59814,1.25981,0.73628,1.55294,0.00069725,0.00069725,0.00069725
136,22165.6,0.80317,0.47305,1.05184,0.93948,0.89493,0.90993,0.60117,1.21344,0.68873,1.50188,0.000693125,0.000693125,0.000693125
137,22328.8,0.81004,0.45927,1.03821,0.9478,0.90573,0.90683,0.60555,1.24224,0.65983,1.5241,0.000689,0.000689,0.000689
138,22492.3,0.80719,0.46432,1.04643,0.9265,0.86775,0.87052,0.59201,1.24072,0.74202,1.57504,0.000684875,0.000684875,0.000684875
139,22655.4,0.78966,0.45774,1.03083,0.92967,0.89251,0.90676,0.59711,1.31883,0.68147,1.63347,0.00068075,0.00068075,0.00068075
140,22818.5,0.80554,0.45805,1.04875,0.94394,0.88546,0.90601,0.6098,1.16903,0.70283,1.49243,0.000676625,0.000676625,0.000676625
141,22981.8,0.80561,0.45921,1.0416,0.94745,0.88013,0.90537,0.5948,1.35009,0.71787,1.65368,0.0006725,0.0006725,0.0006725
142,23143.9,0.80728,0.47046,1.05433,0.93316,0.89442,0.90169,0.59949,1.24093,0.70503,1.54076,0.000668375,0.000668375,0.000668375
143,23306.8,0.80515,0.46019,1.04324,0.89006,0.88998,0.89549,0.59124,1.28167,0.91983,1.55633,0.00066425,0.00066425,0.00066425
144,23470,0.80334,0.4601,1.03834,0.9274,0.88782,0.87903,0.59773,1.28378,0.74215,1.62283,0.000660125,0.000660125,0.000660125
145,23632.8,0.78071,0.45502,1.04203,0.93541,0.87794,0.89519,0.60906,1.21003,0.68438,1.50742,0.000656,0.000656,0.000656
146,23795.4,0.78787,0.4589,1.05051,0.92512,0.88118,0.89299,0.60101,1.2129,0.76494,1.52766,0.000651875,0.000651875,0.000651875
147,23958.6,0.81476,0.46179,1.04249,0.92291,0.90294,0.89828,0.58424,1.2633,0.65319,1.57274,0.00064775,0.00064775,0.00064775
148,24122,0.79455,0.45777,1.04018,0.92644,0.88151,0.90177,0.58044,1.26805,0.75758,1.53782,0.000643625,0.000643625,0.000643625
149,24285.4,0.81437,0.46405,1.04748,0.94262,0.89195,0.90615,0.59911,1.28275,0.68118,1.57629,0.0006395,0.0006395,0.0006395
150,24447.7,0.78552,0.44223,1.04267,0.89289,0.9114,0.90805,0.61262,1.20424,0.73719,1.54403,0.000635375,0.000635375,0.000635375
151,24611,0.78193,0.44527,1.02625,0.92424,0.9002,0.90481,0.59114,1.36333,0.6975,1.63464,0.00063125,0.00063125,0.00063125
152,24773.8,0.78506,0.43878,1.03149,0.95467,0.8934,0.91203,0.59464,1.29749,0.66225,1.58546,0.000627125,0.000627125,0.000627125
153,24937.1,0.79239,0.43643,1.02404,0.94691,0.90229,0.91251,0.59957,1.29793,0.71813,1.64109,0.000623,0.000623,0.000623
154,25100.7,0.7935,0.44514,1.03416,0.95231,0.89795,0.90262,0.60086,1.28092,0.71336,1.57351,0.000618875,0.000618875,0.000618875
155,25264.8,0.78511,0.44146,1.03079,0.94032,0.89644,0.89598,0.61079,1.18006,0.73592,1.49578,0.00061475,0.00061475,0.00061475
156,25428,0.7813,0.44731,1.02772,0.93745,0.86926,0.8916,0.58813,1.36203,0.79516,1.6302,0.000610625,0.000610625,0.000610625
157,25590,0.77827,0.44212,1.02378,0.94566,0.89982,0.91509,0.59549,1.32549,0.65043,1.62701,0.0006065,0.0006065,0.0006065
158,25753.5,0.76383,0.43569,1.02635,0.95406,0.89394,0.91118,0.57125,1.31763,0.63575,1.61718,0.000602375,0.000602375,0.000602375
159,25915.8,0.77453,0.4361,1.0342,0.91053,0.85968,0.88569,0.58952,1.31913,0.83488,1.59314,0.00059825,0.00059825,0.00059825
160,26079.1,0.78896,0.44123,1.04293,0.94869,0.87936,0.89053,0.60306,1.2716,0.62332,1.58767,0.000594125,0.000594125,0.000594125
161,26243.8,0.78844,0.43594,1.01897,0.92355,0.88949,0.88913,0.5985,1.21579,0.72913,1.49924,0.00059,0.00059,0.00059
162,26407.4,0.78271,0.43796,1.0273,0.95197,0.86664,0.90506,0.59224,1.25239,0.64285,1.58329,0.000585875,0.000585875,0.000585875
163,26570.8,0.77703,0.44631,1.03943,0.93782,0.90731,0.90978,0.58831,1.32114,0.63321,1.59224,0.00058175,0.00058175,0.00058175
164,26733.3,0.77756,0.43475,1.0248,0.93558,0.89651,0.89867,0.60285,1.24923,0.6729,1.53707,0.000577625,0.000577625,0.000577625
165,26897.6,0.77984,0.43014,1.01276,0.92963,0.88949,0.90636,0.60304,1.2427,0.62919,1.55108,0.0005735,0.0005735,0.0005735
166,27060,0.7871,0.44434,1.04499,0.93549,0.9001,0.90696,0.60392,1.22591,0.68118,1.56488,0.000569375,0.000569375,0.000569375
167,27223.2,0.78185,0.43303,1.02424,0.91741,0.89314,0.89801,0.60143,1.34884,0.64037,1.67499,0.00056525,0.00056525,0.00056525
168,27387.2,0.77883,0.43453,1.02611,0.95147,0.87066,0.89287,0.59522,1.39594,0.70235,1.75572,0.000561125,0.000561125,0.000561125
169,27550.4,0.7756,0.43359,1.02004,0.92419,0.8869,0.89995,0.59118,1.28644,0.67666,1.61367,0.000557,0.000557,0.000557
170,27714.1,0.77621,0.42969,1.02837,0.95608,0.87702,0.89861,0.59525,1.35751,0.70239,1.65176,0.000552875,0.000552875,0.000552875
171,27877.9,0.76468,0.42849,1.02292,0.90675,0.87606,0.8819,0.60005,1.26003,0.66009,1.58896,0.00054875,0.00054875,0.00054875
172,28040.9,0.76026,0.42763,1.02149,0.96044,0.87632,0.90666,0.61079,1.2979,0.60631,1.63435,0.000544625,0.000544625,0.000544625
173,28203.3,0.77102,0.43158,1.0165,0.92824,0.90882,0.90232,0.59921,1.31207,0.65811,1.61362,0.0005405,0.0005405,0.0005405
174,28366.8,0.76019,0.42926,1.02288,0.93637,0.90167,0.89778,0.60357,1.32004,0.68174,1.64505,0.000536375,0.000536375,0.000536375
175,28530.3,0.78717,0.451,1.04009,0.93171,0.88406,0.90001,0.60398,1.27908,0.62327,1.62202,0.00053225,0.00053225,0.00053225
176,28693.4,0.75597,0.42375,1.01249,0.96783,0.89644,0.91173,0.60587,1.2766,0.62658,1.62044,0.000528125,0.000528125,0.000528125
177,28855.8,0.79764,0.4513,1.03836,0.94485,0.88694,0.90138,0.60729,1.25978,0.6555,1.58401,0.000524,0.000524,0.000524
178,29017.8,0.76279,0.42961,1.01961,0.94601,0.89582,0.90936,0.61346,1.25262,0.64407,1.55689,0.000519875,0.000519875,0.000519875
179,29181.1,0.77075,0.42529,1.02639,0.94623,0.90713,0.90792,0.60411,1.28377,0.65503,1.5614,0.00051575,0.00051575,0.00051575
180,29344.1,0.77141,0.43678,1.02981,0.9613,0.88701,0.90738,0.60342,1.30705,0.6453,1.54413,0.000511625,0.000511625,0.000511625
181,29506.3,0.76747,0.42455,1.01996,0.93252,0.91425,0.90725,0.60021,1.26418,0.66549,1.56508,0.0005075,0.0005075,0.0005075
182,29670.4,0.75813,0.43669,1.02637,0.92182,0.91195,0.9139,0.60821,1.28842,0.64365,1.57908,0.000503375,0.000503375,0.000503375
183,29834.5,0.76791,0.42868,1.02043,0.92693,0.91035,0.92024,0.60764,1.27098,0.67443,1.57951,0.00049925,0.00049925,0.00049925
184,29997.8,0.77009,0.42384,1.01695,0.95495,0.89062,0.90847,0.6196,1.16618,0.62081,1.50969,0.000495125,0.000495125,0.000495125
185,30161.8,0.7442,0.4209,1.0184,0.92538,0.89778,0.90898,0.59733,1.34654,0.63964,1.66758,0.000491,0.000491,0.000491
