                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.76226,                0.42094,                 0.9756,                0.95732,                0.87935,                0.90287,                0.57176,                 1.4599,                0.64445,                 1.7743,             0.00024265,             0.00024265,             0.00024265
                    155,                0.75634,                0.41478,                0.97313,                0.94571,                0.87163,                0.90271,                0.56949,                 1.4779,                0.64234,                 1.8959,              0.0002377,              0.0002377,              0.0002377
                    156,                0.74799,                0.41199,                0.96973,                0.94354,                0.87978,                0.89634,                0.55791,                 1.4595,                0.63817,                  1.824,             0.00023275,             0.00023275,             0.00023275
                    157,                0.74426,                0.42054,                0.97668,                0.92643,                0.88588,                0.90594,                0.57134,                 1.4322,                0.62539,                 1.7968,              0.0002278,              0.0002278,              0.0002278
                    158,                0.75669,                0.41847,                0.97771,                0.93893,                0.88556,                0.90679,                0.56959,                 1.4802,                0.64101,                 1.7944,             0.00022285,             0.00022285,             0.00022285
                    159,                0.75793,                0.41696,                 0.9767,                0.94926,                0.87833,                0.90506,                0.57449,                 1.4929,                 0.6237,                 1.7746,              0.0002179,              0.0002179,              0.0002179
                    160,                0.75699,                0.41748,                0.97426,                0.95404,                0.86386,                0.89749,                0.57346,                 1.4691,                0.62387,                 1.7615,             0.00021295,             0.00021295,             0.00021295
                    161,                0.73865,                0.41567,                0.97119,                0.93788,                0.87094,                0.90177,                0.57325,                 1.4482,                0.64223,                 1.7531,               0.000208,               0.000208,               0.000208
                    162,                0.75073,                 0.4113,                0.97494,                0.96239,                0.86065,                0.90122,                0.57513,                 1.4525,                0.63359,                 1.7383,             0.00020305,             0.00020305,             0.00020305
                    163,                 0.7445,                0.40975,                0.97562,                0.95316,                0.88444,                0.90182,                 0.5662,                 1.5062,                0.63657,                 1.8327,              0.0001981,              0.0001981,              0.0001981
                    164,                0.74673,                0.41105,                0.96545,                0.94908,                0.88717,                0.90364,                0.56921,                 1.5064,                0.67145,                 1.8385,             0.00019315,             0.00019315,             0.00019315
                    165,                0.74882,                0.41953,                0.97877,                0.94353,                0.88432,                 0.9045,                0.56601,                 1.5094,                0.65325,                  1.824,              0.0001882,              0.0001882,              0.0001882
                    166,                0.73037,                0.40564,                 0.9625,                0.94426,                0.88583,                0.90493,                0.57272,                 1.4856,                0.61544,                 1.8068,             0.00018325,             0.00018325,             0.00018325
                    167,                 0.7449,                0.41773,                0.97948,                0.94315,                0.88387,                0.90226,                0.57249,                 1.4629,                 0.6484,                 1.7905,              0.0001783,              0.0001783,              0.0001783
                    168,                0.73286,                0.41286,                0.96991,                0.96552,                0.87004,                0.90119,                0.57834,                 1.4411,                0.61929,                 1.7612,             0.00017335,             0.00017335,             0.00017335
                    169,                0.73884,                 0.4099,                0.97454,                0.94362,                0.87559,                0.91115,                0.57872,                 1.4548,                0.66773,                  1.779,              0.0001684,              0.0001684,              0.0001684
                    170,                0.72497,                0.40738,                0.96746,                0.93246,                0.87405,                0.89651,                0.56767,                 1.4915,                0.63264,                 1.8445,             0.00016345,             0.00016345,             0.00016345
                    171,                0.72629,                0.40562,                0.97305,                0.95535,                0.87887,                0.90013,                0.57224,                 1.5019,                0.64918,                 1.8469,              0.0001585,              0.0001585,              0.0001585
                    172,                0.73149,                0.39927,                0.97199,                0.93533,                0.87672,                0.89713,                0.57743,                 1.4583,                 0.6441,                 1.8117,             0.00015355,             0.00015355,             0.00015355
                    173,                0.73584,                0.41031,                0.96209,                0.94251,                0.88516,                0.90291,                 0.5721,                 1.5025,                0.64406,                 1.8631,              0.0001486,              0.0001486,              0.0001486
                    174,                0.72854,                0.40677,                0.96743,                0.94593,                0.85513,                0.89635,                0.56568,                  1.518,                0.64493,                 1.9208,             0.00014365,             0.00014365,             0.00014365
                    175,                0.73033,                0.40298,                0.96246,                0.94719,                0.88354,                0.90589,                0.57495,                 1.4523,                0.62692,                 1.8173,              0.0001387,              0.0001387,              0.0001387
                    176,                0.73082,                0.39933,                0.96699,                  0.937,                0.88316,                0.90027,                0.57598,                 1.4754,                0.62161,                 1.8136,             0.00013375,             0.00013375,             0.00013375
                    177,                0.73138,                0.40556,                 0.9714,                0.95792,                0.88055,                0.90458,                0.57092,                 1.4975,                0.65312,                 1.8938,              0.0001288,              0.0001288,              0.0001288
                    178,                0.72481,                0.39909,                0.96294,                0.95304,                0.87826,                0.90483,                0.57749,                 1.4511,                0.63649,                 1.7953,             0.00012385,             0.00012385,             0.00012385
                    179,                0.73039,                 0.4104,                0.96902,                 0.9485,                0.86931,                0.89641,                0.57225,                 1.4776,                0.62883,                 1.8536,              0.0001189,              0.0001189,              0.0001189
                    180,                0.72544,                0.39886,                0.96722,                0.95045,                0.87997,                0.90151,                0.57268,                 1.4766,                0.65059,                 1.8354,             0.00011395,             0.00011395,             0.00011395
                    181,                0.72367,                0.39631,                0.96674,                0.95976,                0.88362,                0.90315,                0.57511,                 1.5048,                0.66319,                 1.8577,               0.000109,               0.000109,               0.000109
                    182,                0.72796,                 0.4042,                0.96557,                0.95118,                0.86551,                 0.9059,                0.57729,                 1.4569,                0.65318,                 1.7994,             0.00010405,             0.00010405,             0.00010405
                    183,                0.71894,                 0.3988,                0.95924,                0.94772,                0.88738,                0.90335,                0.57375,                  1.486,                0.63712,                 1.8089,               9.91e-05,               9.91e-05,               9.91e-05
                    184,                0.72373,                0.40371,                0.96343,                0.95475,                0.86697,                0.90366,                0.57408,                 1.4536,                0.63366,                 1.8001,              9.415e-05,              9.415e-05,              9.415e-05
                    185,                0.72295,                0.40655,                0.97141,                0.94591,                0.88516,                 0.9025,                 0.5788,                 1.4931,                0.65392,                 1.8251,               8.92e-05,               8.92e-05,               8.92e-05
                    186,                0.71464,                0.39683,                0.96495,                0.95135,                0.88027,                0.90041,                0.57377,                 1.4551,                0.63718,                 1.8208,              8.425e-05,              8.425e-05,              8.425e-05
                    187,                0.72171,                0.39854,                0.96151,                0.95364,                0.85166,                0.89921,                0.57532,                 1.4772,                0.64569,                 1.8653,               7.93e-05,               7.93e-05,               7.93e-05
                    188,                0.71414,                0.39621,                 0.9521,                0.93356,                0.87093,                0.90217,                0.57916,                 1.4445,                0.63593,                 1.8013,              7.435e-05,              7.435e-05,              7.435e-05
                    189,                0.71908,                0.39489,                0.95634,                0.94559,                0.88572,                0.90614,                0.57495,                 1.4387,                0.62606,                 1.8075,               6.94e-05,               6.94e-05,               6.94e-05
                    190,                0.71637,                0.39277,                0.95814,                0.93499,                 0.8882,                 0.9008,                0.57875,                  1.436,                 0.6282,                 1.7974,              6.445e-05,              6.445e-05,              6.445e-05
                    191,                0.79741,                0.42622,                0.94979,                 0.9525,                0.85911,                0.89915,                0.57705,                 1.4623,                0.67222,                 1.8433,               5.95e-05,               5.95e-05,               5.95e-05
                    192,                0.77762,                0.41001,                0.95293,                0.93553,                0.87876,                0.89843,                0.57145,                 1.4489,                0.65539,                  1.843,              5.455e-05,              5.455e-05,              5.455e-05
                    193,                0.77598,                0.40534,                0.94224,                0.94418,                0.87564,                0.90014,                0.56659,                  1.452,                0.65906,                 1.8668,               4.96e-05,               4.96e-05,               4.96e-05
                    194,                0.76398,                0.40842,                0.94349,                0.96071,                0.85657,                0.89533,                0.56865,                 1.4327,                0.63582,                 1.8456,              4.465e-05,              4.465e-05,              4.465e-05
                    195,                0.75911,                0.40481,                0.94114,                0.93837,                0.87246,                0.89669,                0.57051,                   1.44,                0.65382,                 1.8337,               3.97e-05,               3.97e-05,               3.97e-05
                    196,                0.76609,                0.39982,                0.93722,                0.92815,                0.88516,                0.90445,                0.57055,                 1.4564,                0.66085,                 1.8567,              3.475e-05,              3.475e-05,              3.475e-05
                    197,                0.75218,                  0.401,                 0.9336,                 0.9438,                0.88114,                0.90486,                0.57324,                 1.4548,                0.67602,                   1.85,               2.98e-05,               2.98e-05,               2.98e-05
                    198,                0.76786,                0.40257,                0.93716,                0.94255,                0.88153,                0.90487,                0.57191,                 1.4498,                0.65736,                  1.845,              2.485e-05,              2.485e-05,              2.485e-05
                    199,                0.76962,                0.40188,                0.94016,                0.94444,                0.87967,                0.90507,                0.56989,                 1.4373,                0.64344,                 1.8248,               1.99e-05,               1.99e-05,               1.99e-05
                    200,                0.76396,                0.39892,                0.94011,                0.94061,                0.88153,                0.90322,                0.57183,                 1.4359,                0.64605,                 1.8317,              1.495e-05,              1.495e-05,              1.495e-05
