epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,32017.7,0.64432,0.34262,0.95158,0.93613,0.89644,0.91121,0.61229,1.24042,0.56549,1.68811,0.000599429,0.000599429,0.000599429
186,32204.3,0.67242,0.34836,0.94826,0.94802,0.90731,0.9143,0.61275,1.29822,0.60218,1.8149,0.000595893,0.000595893,0.000595893
187,32388.1,0.66572,0.34913,0.95341,0.95226,0.90455,0.91154,0.6171,1.31232,0.59587,1.80239,0.000592357,0.000592357,0.000592357
188,32572.8,0.66103,0.3522,0.9497,0.94689,0.90187,0.91404,0.62713,1.27143,0.56647,1.73011,0.000588821,0.000588821,0.000588821
189,32757.1,0.65171,0.34335,0.95014,0.95458,0.90187,0.91218,0.63073,1.21204,0.54919,1.63548,0.000585286,0.000585286,0.000585286
190,32940.7,0.66883,0.34618,0.95956,0.95005,0.88848,0.90907,0.63127,1.19407,0.57653,1.61531,0.00058175,0.00058175,0.00058175
191,33126.3,0.65852,0.35008,0.95212,0.95732,0.90731,0.91491,0.62266,1.25661,0.55777,1.75908,0.000578214,0.000578214,0.000578214
192,33311.6,0.67179,0.35332,0.95226,0.95242,0.90591,0.91551,0.62732,1.25756,0.54467,1.73181,0.000574679,0.000574679,0.000574679
193,33497.4,0.65604,0.34925,0.95348,0.95253,0.90515,0.9151,0.61002,1.31309,0.59717,1.74697,0.000571143,0.000571143,0.000571143
194,33681.5,0.65142,0.34286,0.9549,0.95502,0.8916,0.91767,0.62049,1.34168,0.64837,1.7857,0.000567607,0.000567607,0.000567607
195,33868.7,0.65852,0.3465,0.94647,0.97032,0.89573,0.91729,0.61689,1.31895,0.62698,1.81279,0.000564071,0.000564071,0.000564071
196,34053.6,0.67377,0.35225,0.95899,0.95622,0.89971,0.91438,0.62455,1.26349,0.59701,1.70847,0.000560536,0.000560536,0.000560536
197,34237.8,0.67398,0.35511,0.95212,0.96125,0.90012,0.91597,0.62078,1.29098,0.57283,1.79067,0.000557,0.000557,0.000557
198,34418.6,0.66247,0.34808,0.94994,0.95833,0.88013,0.90751,0.614,1.32417,0.57563,1.86244,0.000553464,0.000553464,0.000553464
199,34604.3,0.65882,0.34389,0.94817,0.94456,0.89493,0.90545,0.62815,1.282,0.58818,1.76803,0.000549929,0.000549929,0.000549929
200,34789.7,0.65642,0.3423,0.94957,0.96698,0.89012,0.91715,0.62897,1.2647,0.61957,1.76523,0.000546393,0.000546393,0.000546393
201,34972.4,0.65818,0.34313,0.95117,0.95762,0.89644,0.91668,0.6197,1.27874,0.57347,1.74518,0.000542857,0.000542857,0.000542857
202,35159.3,0.67304,0.35204,0.95742,0.96182,0.90187,0.9146,0.63127,1.29729,0.56504,1.78671,0.000539321,0.000539321,0.000539321
203,35346.1,0.65853,0.34961,0.94996,0.96497,0.90187,0.91561,0.6218,1.20734,0.53758,1.68996,0.000535786,0.000535786,0.000535786
204,35531,0.64355,0.3395,0.95194,0.95343,0.87722,0.90836,0.62311,1.22085,0.57576,1.66208,0.00053225,0.00053225,0.00053225
205,35703.6,0.64705,0.34628,0.94918,0.93282,0.8942,0.90109,0.62098,1.27328,0.58484,1.80035,0.000528714,0.000528714,0.000528714
206,35872.2,0.66534,0.34611,0.94969,0.95301,0.89644,0.91104,0.62467,1.29238,0.63949,1.80447,0.000525179,0.000525179,0.000525179
207,36039.3,0.65754,0.34962,0.94938,0.95326,0.88547,0.91656,0.62973,1.24844,0.56812,1.70594,0.000521643,0.000521643,0.000521643
208,36202.5,0.6481,0.34161,0.945,0.95075,0.89644,0.914,0.63243,1.19169,0.54668,1.67816,0.000518107,0.000518107,0.000518107
209,36367.2,0.64465,0.33943,0.94382,0.95318,0.8874,0.91278,0.62076,1.25329,0.57351,1.76985,0.000514571,0.000514571,0.000514571
210,36530.7,0.66512,0.33803,0.95479,0.96185,0.89644,0.914,0.62312,1.23445,0.57946,1.68745,0.000511036,0.000511036,0.000511036
211,36695.7,0.634,0.32882,0.93826,0.95776,0.88904,0.91175,0.62232,1.26013,0.55362,1.71438,0.0005075,0.0005075,0.0005075
212,36859,0.6617,0.34456,0.94751,0.92792,0.9058,0.90642,0.61624,1.24068,0.51506,1.74184,0.000503964,0.000503964,0.000503964
213,37022.7,0.6561,0.34589,0.94813,0.95463,0.89762,0.90969,0.62384,1.23553,0.54767,1.66865,0.000500429,0.000500429,0.000500429
214,37187.4,0.65918,0.34201,0.94698,0.92756,0.90731,0.90492,0.60602,1.26839,0.59837,1.75522,0.000496893,0.000496893,0.000496893
215,37353.7,0.64784,0.33679,0.94859,0.93373,0.891,0.9009,0.60427,1.31114,0.60659,1.79807,0.000493357,0.000493357,0.000493357
216,37520.8,0.64214,0.33647,0.94447,0.94745,0.89644,0.91126,0.62091,1.26386,0.59069,1.73177,0.000489821,0.000489821,0.000489821
217,37689.9,0.64475,0.33813,0.94515,0.94459,0.89644,0.90289,0.62517,1.27825,0.59194,1.80376,0.000486286,0.000486286,0.000486286
218,37856.6,0.64224,0.33877,0.94517,0.94074,0.89644,0.90965,0.6239,1.30655,0.61636,1.79006,0.00048275,0.00048275,0.00048275
219,38022.1,0.64964,0.3443,0.95199,0.97462,0.89094,0.91873,0.63304,1.27549,0.54595,1.7873,0.000479214,0.000479214,0.000479214
220,38186.5,0.63421,0.33692,0.94619,0.94087,0.90318,0.91499,0.62052,1.28661,0.60023,1.77191,0.000475679,0.000475679,0.000475679
221,38351.1,0.63819,0.33218,0.9398,0.96269,0.891,0.91945,0.63304,1.24188,0.54585,1.73875,0.000472143,0.000472143,0.000472143
222,38517.9,0.63814,0.33436,0.94358,0.96288,0.88557,0.91899,0.63818,1.27376,0.57983,1.76965,0.000468607,0.000468607,0.000468607
223,38684.1,0.64072,0.33759,0.94856,0.94277,0.89385,0.91795,0.63214,1.22268,0.53964,1.77159,0.000465071,0.000465071,0.000465071
224,38849.6,0.64844,0.33778,0.94593,0.94115,0.89595,0.90589,0.61301,1.27529,0.58853,1.79334,0.000461536,0.000461536,0.000461536
225,39014.3,0.62844,0.33422,0.93914,0.94169,0.89938,0.91561,0.63065,1.27145,0.57719,1.75764,0.000458,0.000458,0.000458
226,39178.8,0.64034,0.32851,0.94168,0.9561,0.89417,0.91773,0.63568,1.24173,0.57495,1.72587,0.000454464,0.000454464,0.000454464
227,39343.3,0.63483,0.33564,0.94752,0.94159,0.891,0.90986,0.62554,1.22256,0.59748,1.65582,0.000450929,0.000450929,0.000450929
228,39508.7,0.64134,0.33585,0.94452,0.94128,0.89547,0.91049,0.62103,1.35131,0.53896,1.92335,0.000447393,0.000447393,0.000447393
229,39672.3,0.6359,0.32955,0.94206,0.9352,0.89952,0.90451,0.62122,1.26829,0.5735,1.74241,0.000443857,0.000443857,0.000443857
230,39836.3,0.63978,0.33308,0.94473,0.95742,0.89644,0.91703,0.63262,1.24963,0.55403,1.74855,0.000440321,0.000440321,0.000440321
231,40000.5,0.6406,0.33002,0.94205,0.93748,0.89779,0.91146,0.61359,1.32236,0.56512,1.81702,0.000436786,0.000436786,0.000436786
232,40164.4,0.64428,0.33268,0.95134,0.95531,0.89651,0.91875,0.61997,1.30665,0.55704,1.79513,0.00043325,0.00043325,0.00043325
233,40331.1,0.64373,0.33452,0.94166,0.96546,0.90003,0.91037,0.61951,1.28718,0.64904,1.73287,0.000429714,0.000429714,0.000429714
234,40499.7,0.63246,0.33373,0.94506,0.95285,0.89644,0.9068,0.62114,1.28092,0.58833,1.8011,0.000426179,0.000426179,0.000426179
235,40663.8,0.63564,0.33603,0.93489,0.94296,0.891,0.90282,0.62271,1.3053,0.55702,1.80087,0.000422643,0.000422643,0.000422643
236,40830.4,0.63026,0.32844,0.93707,0.95501,0.89636,0.91133,0.62977,1.27146,0.55668,1.8143,0.000419107,0.000419107,0.000419107
237,40994.6,0.63396,0.33397,0.93593,0.95305,0.89462,0.90461,0.62332,1.24758,0.54071,1.78043,0.000415571,0.000415571,0.000415571
238,41161.8,0.62807,0.33189,0.93845,0.94254,0.89626,0.90429,0.61532,1.2713,0.54422,1.82126,0.000412036,0.000412036,0.000412036
239,41328.9,0.63726,0.33454,0.94651,0.94198,0.88246,0.90615,0.61814,1.268,0.56732,1.74635,0.0004085,0.0004085,0.0004085
240,41495.6,0.64564,0.33682,0.94725,0.95178,0.88013,0.91124,0.62664,1.21593,0.57936,1.71146,0.000404964,0.000404964,0.000404964
241,41660.8,0.63477,0.32938,0.94114,0.95325,0.88477,0.91294,0.6201,1.30582,0.5692,1.81683,0.000401429,0.000401429,0.000401429
242,41826.8,0.62634,0.33593,0.93935,0.95768,0.89644,0.91177,0.62385,1.29553,0.56437,1.83195,0.000397893,0.000397893,0.000397893
243,41991.9,0.63721,0.32875,0.94138,0.95397,0.89586,0.91105,0.60971,1.39102,0.62199,1.99087,0.000394357,0.000394357,0.000394357
244,42161.4,0.63904,0.33054,0.94283,0.94991,0.88557,0.90779,0.62747,1.2214,0.55483,1.72712,0.000390821,0.000390821,0.000390821
245,42327.4,0.64034,0.33729,0.9435,0.94754,0.88293,0.91248,0.6285,1.23766,0.57413,1.7624,0.000387286,0.000387286,0.000387286
246,42492.2,0.6346,0.32912,0.94168,0.96383,0.89644,0.91142,0.63031,1.20766,0.54238,1.72333,0.00038375,0.00038375,0.00038375
247,42657.9,0.62316,0.32586,0.94018,0.96301,0.88557,0.91133,0.62966,1.26369,0.52798,1.85093,0.000380214,0.000380214,0.000380214
248,42823.6,0.63499,0.32732,0.93981,0.94822,0.87692,0.90945,0.62669,1.22828,0.59203,1.76558,0.000376679,0.000376679,0.000376679
249,42989.6,0.62999,0.32524,0.93419,0.95732,0.88392,0.9057,0.6211,1.27234,0.55247,1.80839,0.000373143,0.000373143,0.000373143
250,43155.5,0.63551,0.32753,0.93822,0.96457,0.89611,0.91229,0.62298,1.22957,0.5687,1.74144,0.000369607,0.000369607,0.000369607
251,43321.9,0.62692,0.32497,0.93321,0.94826,0.89644,0.9119,0.62687,1.2585,0.56877,1.77927,0.000366071,0.000366071,0.000366071
252,43488.2,0.62475,0.32235,0.93622,0.94397,0.89155,0.91221,0.63187,1.23936,0.58468,1.72844,0.000362536,0.000362536,0.000362536
253,43655.1,0.62401,0.3225,0.94163,0.95332,0.891,0.90554,0.6329,1.26749,0.59904,1.76397,0.000359,0.000359,0.000359
254,43819.1,0.61697,0.31801,0.93088,0.95715,0.89644,0.90994,0.61979,1.31752,0.58404,1.84045,0.000355464,0.000355464,0.000355464
255,43986.9,0.6309,0.32341,0.93213,0.96579,0.89653,0.91567,0.62355,1.25898,0.60065,1.73372,0.000351929,0.000351929,0.000351929
256,44151.3,0.62955,0.32379,0.94022,0.95777,0.90187,0.916,0.61885,1.299,0.56346,1.81878,0.000348393,0.000348393,0.000348393
257,44319.7,0.60912,0.32137,0.93072,0.97351,0.89858,0.92087,0.62869,1.27997,0.55006,1.8286,0.000344857,0.000344857,0.000344857
258,44484.9,0.60932,0.31493,0.93303,0.96881,0.89629,0.91238,0.62787,1.23237,0.55375,1.76458,0.000341321,0.000341321,0.000341321
259,44652.4,0.61645,0.31887,0.93691,0.95905,0.89524,0.91528,0.62441,1.23255,0.56699,1.74347,0.000337786,0.000337786,0.000337786
260,44820.3,0.61344,0.31847,0.935,0.94694,0.89834,0.91308,0.62849,1.25039,0.57725,1.80118,0.00033425,0.00033425,0.00033425
261,44984.4,0.61075,0.32103,0.938,0.95237,0.89567,0.90931,0.61065,1.32332,0.62215,1.89329,0.000330714,0.000330714,0.000330714
262,45150.6,0.60848,0.31557,0.92984,0.95886,0.8946,0.9144,0.61964,1.31121,0.59175,1.86402,0.000327179,0.000327179,0.000327179
263,45315.4,0.61953,0.31951,0.93637,0.94635,0.88013,0.90601,0.62516,1.28504,0.59969,1.79657,0.000323643,0.000323643,0.000323643
264,45481.1,0.61847,0.32057,0.9386,0.94167,0.88697,0.90256,0.61974,1.24535,0.58253,1.76755,0.000320107,0.000320107,0.000320107
265,45646.8,0.63002,0.32586,0.94057,0.94706,0.90081,0.91169,0.61739,1.31725,0.5976,1.84782,0.000316571,0.000316571,0.000316571
266,45812.4,0.62836,0.32424,0.93703,0.95086,0.90141,0.9163,0.62018,1.24951,0.61827,1.69262,0.000313036,0.000313036,0.000313036
267,45976.1,0.61298,0.31909,0.92882,0.96163,0.891,0.91544,0.627,1.23864,0.58065,1.70927,0.0003095,0.0003095,0.0003095
268,46143.8,0.61063,0.31908,0.93548,0.95195,0.89933,0.91386,0.62483,1.23147,0.57062,1.73606,0.000305964,0.000305964,0.000305964
269,46303.8,0.61138,0.31381,0.92605,0.96057,0.90302,0.91536,0.63296,1.21866,0.56439,1.74409,0.000302429,0.000302429,0.000302429
270,46464.4,0.62029,0.32194,0.93323,0.96302,0.89464,0.91543,0.6239,1.26038,0.57585,1.78509,0.000298893,0.000298893,0.000298893
271,46625.5,0.61668,0.31788,0.93409,0.95235,0.90187,0.91377,0.62858,1.23884,0.58378,1.75095,0.000295357,0.000295357,0.000295357
272,46789.8,0.61724,0.32022,0.93366,0.95057,0.88887,0.91009,0.62934,1.22084,0.56476,1.70219,0.000291821,0.000291821,0.000291821
273,46958.8,0.60109,0.31906,0.9278,0.95138,0.88013,0.90437,0.61757,1.24622,0.57158,1.74787,0.000288286,0.000288286,0.000288286
274,47125.6,0.61583,0.31636,0.93114,0.94676,0.89366,0.90619,0.62752,1.25924,0.54878,1.80607,0.00028475,0.00028475,0.00028475
275,47296.7,0.61363,0.31601,0.92897,0.95347,0.89644,0.9079,0.63314,1.261,0.56686,1.81297,0.000281214,0.000281214,0.000281214
276,47462.2,0.6115,0.31299,0.92928,0.9571,0.89644,0.90979,0.62903,1.27947,0.59344,1.81411,0.000277679,0.000277679,0.000277679
277,47633.9,0.60595,0.31671,0.93345,0.95403,0.88929,0.90815,0.62497,1.24143,0.56779,1.78269,0.000274143,0.000274143,0.000274143
278,47803.9,0.61493,0.31729,0.93148,0.95172,0.891,0.90392,0.61748,1.34001,0.62199,1.91222,0.000270607,0.000270607,0.000270607
279,47971.8,0.60979,0.31649,0.92806,0.94868,0.89644,0.91046,0.62544,1.30693,0.61336,1.84897,0.000267071,0.000267071,0.000267071
280,48138.3,0.6206,0.31585,0.93986,0.95031,0.8952,0.90769,0.62285,1.29549,0.61941,1.78551,0.000263536,0.000263536,0.000263536
281,48307.3,0.61987,0.31769,0.93409,0.92973,0.89644,0.90837,0.62459,1.31566,0.59925,1.90516,0.00026,0.00026,0.00026
282,48475.3,0.61109,0.31171,0.93137,0.94179,0.90512,0.91661,0.62883,1.27553,0.55938,1.85824,0.000256464,0.000256464,0.000256464
283,48644,0.61781,0.31925,0.93852,0.94549,0.88774,0.90396,0.62666,1.24469,0.54422,1.8053,0.000252929,0.000252929,0.000252929
284,48809.6,0.60989,0.31629,0.93431,0.93332,0.89416,0.90405,0.62665,1.26175,0.55483,1.80283,0.000249393,0.000249393,0.000249393
285,48971.2,0.61537,0.32038,0.93332,0.95959,0.8942,0.91146,0.6307,1.22168,0.56318,1.74986,0.000245857,0.000245857,0.000245857
286,49132.3,0.6052,0.31394,0.92439,0.95311,0.88952,0.9009,0.62807,1.24394,0.58384,1.79274,0.000242321,0.000242321,0.000242321
287,49293.4,0.59628,0.30787,0.92578,0.95049,0.90146,0.91448,0.62746,1.2232,0.58975,1.71368,0.000238786,0.000238786,0.000238786
288,49455,0.61246,0.31204,0.93056,0.94894,0.89644,0.91515,0.63647,1.24302,0.55842,1.80228,0.00023525,0.00023525,0.00023525
289,49616.9,0.60476,0.31503,0.93121,0.94778,0.90662,0.9148,0.62764,1.23975,0.54317,1.81287,0.000231714,0.000231714,0.000231714
290,49779,0.60011,0.3113,0.93223,0.9586,0.89943,0.9082,0.62095,1.25822,0.54163,1.7904,0.000228179,0.000228179,0.000228179
291,49948.8,0.60859,0.31243,0.93297,0.94971,0.89113,0.90519,0.62833,1.2272,0.55376,1.76888,0.000224643,0.000224643,0.000224643
292,50131.8,0.60249,0.3137,0.9278,0.95756,0.90187,0.91598,0.63538,1.19832,0.53995,1.72513,0.000221107,0.000221107,0.000221107
293,50314.7,0.6103,0.31126,0.93351,0.95579,0.90513,0.91726,0.63679,1.21151,0.54727,1.75089,0.000217571,0.000217571,0.000217571
294,50496.3,0.5876,0.3004,0.92536,0.96637,0.8987,0.91814,0.63667,1.22729,0.52616,1.7834,0.000214036,0.000214036,0.000214036
295,50680,0.58936,0.30867,0.93006,0.95412,0.89503,0.91002,0.62819,1.2673,0.5456,1.88374,0.0002105,0.0002105,0.0002105
296,50864.4,0.61388,0.31184,0.93267,0.96443,0.88991,0.91595,0.63686,1.2316,0.55554,1.82768,0.000206964,0.000206964,0.000206964
297,51050,0.60797,0.31345,0.93133,0.95628,0.89557,0.91571,0.62752,1.26456,0.56207,1.85583,0.000203429,0.000203429,0.000203429
298,51232.3,0.59837,0.31511,0.93008,0.94712,0.90001,0.91403,0.62906,1.26131,0.56965,1.8443,0.000199893,0.000199893,0.000199893
299,51415.8,0.61456,0.32073,0.93113,0.95165,0.88557,0.91124,0.62953,1.21338,0.57076,1.73719,0.000196357,0.000196357,0.000196357
300,51597.1,0.60139,0.30869,0.92524,0.94935,0.91135,0.91748,0.62716,1.18549,0.56316,1.70556,0.000192821,0.000192821,0.000192821
301,51781.2,0.59705,0.30574,0.9281,0.95628,0.90543,0.91709,0.62995,1.206,0.54855,1.75071,0.000189286,0.000189286,0.000189286
302,51960.6,0.60298,0.30936,0.92586,0.9546,0.88886,0.91424,0.62929,1.18763,0.58052,1.70385,0.00018575,0.00018575,0.00018575
303,52121.3,0.6027,0.30928,0.92145,0.94848,0.89967,0.91173,0.63284,1.16848,0.57883,1.69834,0.000182214,0.000182214,0.000182214
304,52282.9,0.60493,0.30742,0.93357,0.96059,0.90187,0.91719,0.62986,1.19652,0.57595,1.72243,0.000178679,0.000178679,0.000178679
305,52443.7,0.59307,0.3029,0.92636,0.95736,0.90162,0.91752,0.63924,1.19698,0.55157,1.71439,0.000175143,0.000175143,0.000175143
306,52604.2,0.59488,0.30229,0.92921,0.93992,0.89656,0.91152,0.62941,1.21229,0.55641,1.77665,0.000171607,0.000171607,0.000171607
307,52764.5,0.59056,0.30325,0.92561,0.95189,0.89943,0.90901,0.63283,1.22548,0.56082,1.76386,0.000168071,0.000168071,0.000168071
308,52924.5,0.59336,0.30698,0.9233,0.95127,0.89071,0.9049,0.63227,1.23061,0.55184,1.79047,0.000164536,0.000164536,0.000164536
309,53085.3,0.58697,0.30258,0.93035,0.94395,0.89362,0.9052,0.63117,1.21041,0.54631,1.7846,0.000161,0.000161,0.000161
310,53244.4,0.58808,0.29991,0.92335,0.95565,0.89049,0.91264,0.63035,1.21245,0.58293,1.76793,0.000157464,0.000157464,0.000157464
311,53404.2,0.58251,0.29988,0.92512,0.94919,0.89644,0.91089,0.62997,1.23291,0.59021,1.78624,0.000153929,0.000153929,0.000153929
312,53565.2,0.5897,0.3038,0.92571,0.94759,0.89973,0.91245,0.62946,1.27159,0.57101,1.87755,0.000150393,0.000150393,0.000150393
313,53725.1,0.59541,0.3026,0.92293,0.9449,0.90022,0.91294,0.63443,1.27304,0.55768,1.88188,0.000146857,0.000146857,0.000146857
314,53886.4,0.58544,0.29829,0.92442,0.95409,0.88585,0.91104,0.62524,1.26947,0.54274,1.85811,0.000143321,0.000143321,0.000143321
315,54047.2,0.59479,0.30234,0.92325,0.95806,0.88868,0.9124,0.62772,1.2406,0.55369,1.84359,0.000139786,0.000139786,0.000139786
316,54205.4,0.58161,0.30046,0.92204,0.94902,0.8946,0.91228,0.62622,1.25065,0.57257,1.83784,0.00013625,0.00013625,0.00013625
317,54365.4,0.59102,0.3002,0.93383,0.94901,0.89572,0.91363,0.62989,1.24906,0.56277,1.85395,0.000132714,0.000132714,0.000132714
318,54526.5,0.57967,0.30043,0.92395,0.93255,0.90034,0.9129,0.62708,1.24486,0.57312,1.85511,0.000129179,0.000129179,0.000129179
319,54692.3,0.59058,0.30762,0.92841,0.94138,0.89916,0.91282,0.63053,1.2233,0.57125,1.80823,0.000125643,0.000125643,0.000125643
320,54860,0.59309,0.30225,0.92515,0.95234,0.88898,0.9103,0.62722,1.21463,0.56762,1.77851,0.000122107,0.000122107,0.000122107
321,55027.5,0.58094,0.29764,0.91576,0.95422,0.89203,0.9147,0.63689,1.20107,0.54901,1.77675,0.000118571,0.000118571,0.000118571
322,55192.9,0.5992,0.30644,0.92785,0.95024,0.88888,0.91184,0.63091,1.21027,0.55802,1.80863,0.000115036,0.000115036,0.000115036
323,55359.8,0.58559,0.30328,0.92234,0.95794,0.88906,0.91147,0.63072,1.21848,0.57409,1.81389,0.0001115,0.0001115,0.0001115
324,55527.3,0.5961,0.3032,0.91831,0.94902,0.89644,0.91019,0.62792,1.21193,0.57705,1.78595,0.000107964,0.000107964,0.000107964
325,55692.2,0.58231,0.3006,0.92491,0.94444,0.89644,0.91123,0.62881,1.19619,0.5565,1.79012,0.000104429,0.000104429,0.000104429
326,55859.5,0.58617,0.30133,0.91209,0.95337,0.8853,0.91041,0.63195,1.21636,0.54926,1.83799,0.000100893,0.000100893,0.000100893
327,56025,0.56647,0.29186,0.91591,0.94541,0.89219,0.91144,0.62973,1.22882,0.55626,1.83875,9.73571e-05,9.73571e-05,9.73571e-05
328,56190,0.61136,0.30723,0.93077,0.95405,0.89644,0.91121,0.63144,1.22223,0.55938,1.81518,9.38214e-05,9.38214e-05,9.38214e-05
329,56349.7,0.5963,0.30633,0.91843,0.95133,0.89644,0.90988,0.62492,1.23088,0.55872,1.7995,9.02857e-05,9.02857e-05,9.02857e-05
330,56508.6,0.578,0.29843,0.91259,0.95221,0.89574,0.9093,0.63078,1.21085,0.56387,1.76113,8.675e-05,8.675e-05,8.675e-05
331,56669.1,0.59247,0.30305,0.92667,0.9493,0.89947,0.91151,0.62907,1.21309,0.54769,1.79987,8.32143e-05,8.32143e-05,8.32143e-05
332,56835.2,0.591,0.30016,0.91803,0.95106,0.89545,0.9125,0.63408,1.20273,0.55282,1.77434,7.96786e-05,7.96786e-05,7.96786e-05
333,57000,0.5711,0.2984,0.9178,0.9523,0.88921,0.91067,0.63596,1.21062,0.55077,1.78427,7.61429e-05,7.61429e-05,7.61429e-05
334,57166.3,0.57939,0.29648,0.92249,0.9595,0.88523,0.91118,0.62784,1.22164,0.54076,1.81166,7.26071e-05,7.26071e-05,7.26071e-05
335,57340.3,0.57294,0.29474,0.91352,0.95282,0.89888,0.9132,0.6295,1.23498,0.54224,1.84385,6.90714e-05,6.90714e-05,6.90714e-05
336,57519.8,0.58658,0.29886,0.91912,0.94802,0.90016,0.91073,0.63038,1.22009,0.55637,1.81812,6.55357e-05,6.55357e-05,6.55357e-05
337,57702.6,0.57425,0.29657,0.91428,0.94814,0.89967,0.91064,0.6328,1.22032,0.56768,1.81535,6.2e-05,6.2e-05,6.2e-05
338,57885.8,0.57368,0.29433,0.91528,0.94678,0.89779,0.91158,0.63299,1.22768,0.54106,1.83555,5.84643e-05,5.84643e-05,5.84643e-05
339,58068.4,0.58121,0.30001,0.91754,0.94638,0.8998,0.91048,0.63044,1.24222,0.54814,1.85097,5.49286e-05,5.49286e-05,5.49286e-05
340,58249,0.58088,0.302,0.92206,0.94798,0.89655,0.91022,0.62997,1.2404,0.55144,1.86047,5.13929e-05,5.13929e-05,5.13929e-05
341,58430.4,0.651,0.31863,0.89128,0.95726,0.88013,0.90634,0.62774,1.24479,0.5531,1.90309,4.78571e-05,4.78571e-05,4.78571e-05
342,58610.2,0.64819,0.31948,0.89008,0.93923,0.89644,0.90382,0.62382,1.26427,0.5663,1.98064,4.43214e-05,4.43214e-05,4.43214e-05
343,58790.7,0.6489,0.31535,0.89114,0.95865,0.88557,0.90347,0.6224,1.26214,0.57135,1.9733,4.07857e-05,4.07857e-05,4.07857e-05
344,58971.6,0.64188,0.30974,0.89284,0.94173,0.89844,0.90384,0.62219,1.25409,0.57548,1.94521,3.725e-05,3.725e-05,3.725e-05
345,59150.2,0.6383,0.31013,0.89148,0.93679,0.89855,0.90302,0.61986,1.2517,0.56538,1.93946,3.37143e-05,3.37143e-05,3.37143e-05
346,59310.8,0.63096,0.30501,0.88835,0.93661,0.89896,0.90296,0.6203,1.24033,0.55694,1.9129,3.01786e-05,3.01786e-05,3.01786e-05
347,59470.1,0.63674,0.30805,0.8883,0.94023,0.89883,0.90355,0.62398,1.25438,0.5517,1.92609,2.66429e-05,2.66429e-05,2.66429e-05
348,59628.6,0.63716,0.30741,0.89651,0.94046,0.89841,0.90401,0.62395,1.24956,0.55449,1.91164,2.31071e-05,2.31071e-05,2.31071e-05
349,59789.3,0.62923,0.30539,0.88819,0.94143,0.90183,0.90547,0.62273,1.24261,0.55903,1.90675,1.95714e-05,1.95714e-05,1.95714e-05
350,59950.5,0.64247,0.30573,0.89919,0.94179,0.89611,0.90591,0.62403,1.25114,0.55239,1.92893,1.60357e-05,1.60357e-05,1.60357e-05
