epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,10582,0.76345,0.4253,1.00512,0.93428,0.90528,0.91005,0.60568,1.24538,0.66125,1.64931,0.00104139,0.00104139,0.00104139
61,10747.9,0.75878,0.42167,1.00461,0.94329,0.9008,0.90949,0.61381,1.22891,0.63905,1.57749,0.00103786,0.00103786,0.00103786
62,10920,0.75137,0.41576,0.99982,0.91376,0.90038,0.8919,0.58039,1.34463,0.70461,1.71112,0.00103432,0.00103432,0.00103432
63,11086.3,0.73484,0.40033,0.99625,0.94894,0.90105,0.9127,0.60248,1.28431,0.63189,1.6625,0.00103079,0.00103079,0.00103079
64,11251.4,0.74831,0.41039,0.98782,0.91286,0.88252,0.90678,0.59759,1.34565,0.6484,1.68418,0.00102725,0.00102725,0.00102725
65,11417.8,0.75572,0.41531,0.99547,0.96091,0.88557,0.89072,0.58011,1.29104,0.70442,1.63572,0.00102371,0.00102371,0.00102371
66,11585.4,0.73948,0.41063,0.9917,0.94329,0.89709,0.91586,0.60393,1.32165,0.62847,1.65024,0.00102018,0.00102018,0.00102018
67,11752.5,0.7408,0.4039,0.997,0.93904,0.88007,0.89799,0.58207,1.29929,0.65738,1.69856,0.00101664,0.00101664,0.00101664
68,11928.9,0.74856,0.41153,1.00539,0.96991,0.89467,0.92281,0.6289,1.24727,0.57089,1.60549,0.00101311,0.00101311,0.00101311
69,12105.4,0.73746,0.40355,0.98881,0.94204,0.90441,0.91051,0.62239,1.21115,0.60315,1.57445,0.00100957,0.00100957,0.00100957
70,12281.5,0.72711,0.40076,0.98508,0.91698,0.90847,0.89788,0.60167,1.30397,0.66009,1.64967,0.00100604,0.00100604,0.00100604
71,12459.9,0.75204,0.41024,0.9905,0.96487,0.88557,0.90017,0.60508,1.26818,0.59935,1.59527,0.0010025,0.0010025,0.0010025
72,12633.8,0.7483,0.40817,0.98999,0.94155,0.88557,0.89864,0.59341,1.3492,0.66376,1.77684,0.000998964,0.000998964,0.000998964
73,12810,0.74385,0.40338,0.98498,0.95934,0.88977,0.90445,0.60458,1.25238,0.6255,1.6546,0.000995429,0.000995429,0.000995429
74,12986,0.73394,0.40656,0.9923,0.93227,0.891,0.89435,0.58779,1.51721,0.66033,1.93261,0.000991893,0.000991893,0.000991893
75,13159.3,0.75001,0.41536,0.99361,0.94067,0.90716,0.90628,0.58935,1.30917,0.60508,1.6891,0.000988357,0.000988357,0.000988357
76,13328.7,0.73806,0.41223,0.99858,0.94338,0.88644,0.90854,0.61259,1.19631,0.63488,1.58615,0.000984821,0.000984821,0.000984821
77,13495.8,0.73326,0.40278,0.99121,0.94389,0.891,0.90301,0.59203,1.3483,0.67444,1.68874,0.000981286,0.000981286,0.000981286
78,13662.3,0.73519,0.4043,0.9948,0.97661,0.90158,0.91334,0.57821,1.33268,0.62263,1.69205,0.00097775,0.00097775,0.00097775
79,13828.6,0.75753,0.40779,0.99798,0.95617,0.89583,0.90798,0.59877,1.36508,0.61025,1.8276,0.000974214,0.000974214,0.000974214
80,13994.7,0.73731,0.3982,0.99361,0.94849,0.90187,0.90953,0.60142,1.2297,0.6092,1.62873,0.000970679,0.000970679,0.000970679
81,14160.5,0.741,0.39505,0.98991,0.95373,0.89644,0.91433,0.59473,1.35071,0.61268,1.72034,0.000967143,0.000967143,0.000967143
82,14336.7,0.7284,0.39615,0.98132,0.92032,0.89644,0.89819,0.60476,1.34276,0.60413,1.77933,0.000963607,0.000963607,0.000963607
83,14510.5,0.73405,0.40084,0.99087,0.93645,0.88498,0.91109,0.6112,1.31083,0.66905,1.71551,0.000960071,0.000960071,0.000960071
84,14680.3,0.74854,0.40644,0.99479,0.95727,0.8793,0.90467,0.61141,1.24895,0.72048,1.61378,0.000956536,0.000956536,0.000956536
85,14849.4,0.7323,0.40124,0.98567,0.96338,0.88834,0.91167,0.6292,1.26085,0.61443,1.68675,0.000953,0.000953,0.000953
86,15020.5,0.7268,0.39427,0.98154,0.95333,0.89945,0.91564,0.60549,1.29514,0.64819,1.71595,0.000949464,0.000949464,0.000949464
87,15189.3,0.74735,0.39938,0.98903,0.92437,0.90893,0.91099,0.60783,1.22244,0.58154,1.63694,0.000945929,0.000945929,0.000945929
88,15361.3,0.73758,0.4023,0.99079,0.92666,0.91123,0.91152,0.59853,1.23677,0.62443,1.60646,0.000942393,0.000942393,0.000942393
89,15531.1,0.71924,0.39277,0.97639,0.92634,0.89039,0.90613,0.61671,1.26832,0.67124,1.66023,0.000938857,0.000938857,0.000938857
90,15701.3,0.72999,0.39712,0.98732,0.94675,0.90046,0.91236,0.60482,1.37002,0.70006,1.74632,0.000935321,0.000935321,0.000935321
91,15871.3,0.72632,0.39672,0.97803,0.93691,0.90389,0.91344,0.59033,1.35928,0.6631,1.7588,0.000931786,0.000931786,0.000931786
92,16039.7,0.72286,0.39963,0.97973,0.95236,0.89644,0.90351,0.61008,1.26953,0.61985,1.68181,0.00092825,0.00092825,0.00092825
93,16209.5,0.7288,0.40279,0.97733,0.96438,0.89288,0.91934,0.60617,1.35362,0.56942,1.81337,0.000924714,0.000924714,0.000924714
94,16380.9,0.7166,0.39692,0.98738,0.93439,0.8773,0.91301,0.61786,1.27678,0.62357,1.64284,0.000921179,0.000921179,0.000921179
95,16549.3,0.7318,0.39879,0.99552,0.95103,0.87195,0.90077,0.60791,1.29023,0.63411,1.62726,0.000917643,0.000917643,0.000917643
96,16717.5,0.71877,0.38636,0.97442,0.97029,0.89024,0.90729,0.61835,1.23234,0.59953,1.56997,0.000914107,0.000914107,0.000914107
97,16893.1,0.70427,0.38629,0.97454,0.95757,0.9015,0.91772,0.60265,1.40388,0.66413,1.78665,0.000910571,0.000910571,0.000910571
98,17065.1,0.71373,0.38235,0.97888,0.94586,0.891,0.89382,0.58374,1.41055,0.63436,1.82806,0.000907036,0.000907036,0.000907036
99,17240.3,0.70462,0.37526,0.97349,0.94766,0.90814,0.91139,0.60562,1.32177,0.67437,1.67623,0.0009035,0.0009035,0.0009035
100,17410.4,0.72332,0.38506,0.9833,0.95234,0.87273,0.90125,0.58874,1.33088,0.63257,1.83364,0.000899964,0.000899964,0.000899964
101,17584.5,0.72832,0.39556,0.97863,0.92545,0.89787,0.90008,0.60034,1.23439,0.68137,1.5683,0.000896429,0.000896429,0.000896429
102,17758.6,0.72841,0.39348,0.97785,0.96293,0.891,0.92024,0.60019,1.28825,0.63488,1.69243,0.000892893,0.000892893,0.000892893
103,17933.6,0.7142,0.38353,0.98342,0.96061,0.89485,0.90742,0.6129,1.25104,0.61405,1.6563,0.000889357,0.000889357,0.000889357
104,18108.8,0.72926,0.394,0.98323,0.95172,0.87557,0.89483,0.59414,1.33076,0.68348,1.70365,0.000885821,0.000885821,0.000885821
105,18281.4,0.70272,0.38368,0.97447,0.95646,0.89813,0.90805,0.60643,1.26219,0.5944,1.60441,0.000882286,0.000882286,0.000882286
106,18455.5,0.71167,0.37482,0.97805,0.91788,0.90187,0.89998,0.59595,1.29944,0.64618,1.69313,0.00087875,0.00087875,0.00087875
107,18628.2,0.71091,0.38294,0.98054,0.95397,0.89813,0.91203,0.60939,1.34311,0.58195,1.77628,0.000875214,0.000875214,0.000875214
108,18801.7,0.72117,0.38033,0.97696,0.94208,0.88949,0.91311,0.62222,1.22478,0.59166,1.62115,0.000871679,0.000871679,0.000871679
109,18975.5,0.70506,0.38147,0.97722,0.93189,0.88073,0.90166,0.61021,1.29761,0.65473,1.63152,0.000868143,0.000868143,0.000868143
110,19149.2,0.73384,0.38765,0.98654,0.92872,0.8965,0.90908,0.61221,1.22562,0.61308,1.61826,0.000864607,0.000864607,0.000864607
111,19323.7,0.71586,0.38556,0.97412,0.95869,0.89084,0.91203,0.62033,1.26468,0.602,1.6735,0.000861071,0.000861071,0.000861071
112,19495.7,0.71002,0.3791,0.97282,0.96627,0.91274,0.9177,0.62399,1.27016,0.56754,1.69755,0.000857536,0.000857536,0.000857536
113,19668.6,0.71905,0.38662,0.9731,0.94239,0.90187,0.90022,0.60336,1.39358,0.62918,1.82785,0.000854,0.000854,0.000854
114,19843.3,0.71504,0.38412,0.98053,0.9509,0.90187,0.91152,0.62861,1.18801,0.59256,1.57688,0.000850464,0.000850464,0.000850464
115,20014.6,0.74141,0.39908,0.98071,0.96058,0.87017,0.90353,0.61515,1.2644,0.64775,1.67476,0.000846929,0.000846929,0.000846929
116,20181.6,0.71244,0.38299,0.97535,0.95794,0.88922,0.91015,0.62362,1.34692,0.58534,1.7662,0.000843393,0.000843393,0.000843393
117,20346.3,0.70994,0.37654,0.9715,0.95525,0.90727,0.91413,0.61408,1.29019,0.56799,1.70519,0.000839857,0.000839857,0.000839857
118,20511.9,0.70234,0.3786,0.97747,0.95588,0.89644,0.91511,0.61141,1.40441,0.65216,1.91897,0.000836321,0.000836321,0.000836321
119,20678.7,0.70672,0.38306,0.98163,0.95861,0.90187,0.91164,0.60497,1.3895,0.65924,1.82108,0.000832786,0.000832786,0.000832786
120,20845.5,0.69926,0.37305,0.96665,0.95531,0.89436,0.91094,0.61342,1.32617,0.62468,1.77298,0.00082925,0.00082925,0.00082925
121,21010.2,0.69387,0.37657,0.97785,0.97122,0.8984,0.91696,0.61004,1.41097,0.61733,1.86777,0.000825714,0.000825714,0.000825714
122,21176.4,0.71612,0.38637,0.98513,0.95946,0.88612,0.9078,0.60173,1.36255,0.62716,1.82878,0.000822179,0.000822179,0.000822179
123,21341.8,0.7142,0.38694,0.97147,0.95696,0.8747,0.8992,0.6045,1.35473,0.67444,1.7724,0.000818643,0.000818643,0.000818643
124,21509.6,0.69885,0.37483,0.97085,0.96221,0.90384,0.92579,0.6243,1.33903,0.55879,1.8006,0.000815107,0.000815107,0.000815107
125,21676.1,0.69484,0.36522,0.96995,0.96819,0.90259,0.92435,0.62729,1.29464,0.54177,1.76575,0.000811571,0.000811571,0.000811571
126,21843.3,0.7025,0.38006,0.96523,0.95761,0.90187,0.91106,0.62093,1.27233,0.56428,1.75907,0.000808036,0.000808036,0.000808036
127,22010.1,0.69275,0.36988,0.96688,0.9701,0.90731,0.91729,0.61727,1.25953,0.53551,1.71896,0.0008045,0.0008045,0.0008045
128,22175.8,0.6917,0.37164,0.96828,0.95576,0.89057,0.90779,0.62374,1.21771,0.56327,1.67961,0.000800964,0.000800964,0.000800964
129,22341.5,0.68586,0.37058,0.96712,0.96974,0.90187,0.92306,0.6086,1.38014,0.55688,1.85875,0.000797429,0.000797429,0.000797429
130,22510.4,0.71685,0.38102,0.98536,0.92998,0.90882,0.90892,0.61643,1.2143,0.58143,1.57109,0.000793893,0.000793893,0.000793893
131,22676.2,0.70279,0.37331,0.97491,0.9397,0.88034,0.90537,0.61521,1.24286,0.60847,1.67349,0.000790357,0.000790357,0.000790357
132,22843.2,0.7051,0.37267,0.96554,0.93769,0.88557,0.90033,0.61935,1.2162,0.6209,1.60041,0.000786821,0.000786821,0.000786821
133,23011,0.71635,0.37881,0.97108,0.92482,0.8757,0.89179,0.61144,1.23293,0.61699,1.62606,0.000783286,0.000783286,0.000783286
134,23178.9,0.71118,0.37419,0.97068,0.93121,0.88949,0.89652,0.60957,1.32245,0.85295,1.73434,0.00077975,0.00077975,0.00077975
135,23346.1,0.69505,0.36412,0.97045,0.95688,0.89986,0.92282,0.62618,1.34625,0.57527,1.83364,0.000776214,0.000776214,0.000776214
136,23513.5,0.6993,0.37463,0.97575,0.95192,0.88949,0.91949,0.60486,1.36296,0.56049,1.80095,0.000772679,0.000772679,0.000772679
137,23680.8,0.69961,0.37349,0.96719,0.96099,0.8998,0.91704,0.6092,1.25841,0.63894,1.68788,0.000769143,0.000769143,0.000769143
138,23847.3,0.70358,0.37711,0.97752,0.96381,0.90187,0.91221,0.61234,1.3302,0.61324,1.77671,0.000765607,0.000765607,0.000765607
139,24015.3,0.68064,0.36757,0.962,0.96728,0.90187,0.91514,0.60787,1.38012,0.59454,1.89165,0.000762071,0.000762071,0.000762071
140,24182.4,0.69261,0.36833,0.97417,0.96272,0.8968,0.91593,0.6288,1.2365,0.55369,1.72208,0.000758536,0.000758536,0.000758536
141,24350.4,0.70438,0.37424,0.97445,0.96356,0.89433,0.90907,0.63084,1.25396,0.62052,1.67727,0.000755,0.000755,0.000755
142,24517.3,0.69266,0.37155,0.97645,0.95363,0.898,0.91646,0.62298,1.32826,0.60624,1.83531,0.000751464,0.000751464,0.000751464
143,24682,0.69305,0.36985,0.97294,0.93944,0.89863,0.90929,0.61813,1.26895,0.60983,1.64135,0.000747929,0.000747929,0.000747929
144,24847.7,0.70059,0.37194,0.9685,0.9478,0.891,0.90245,0.61649,1.27615,0.58903,1.73336,0.000744393,0.000744393,0.000744393
145,25016.3,0.67172,0.36258,0.96442,0.95318,0.90629,0.9123,0.62494,1.24705,0.60845,1.66123,0.000740857,0.000740857,0.000740857
146,25184,0.68006,0.37102,0.97577,0.97958,0.8974,0.91468,0.62814,1.2758,0.59152,1.81276,0.000737321,0.000737321,0.000737321
147,25351,0.7012,0.36953,0.96814,0.95609,0.88342,0.90584,0.61406,1.35825,0.55106,1.81208,0.000733786,0.000733786,0.000733786
148,25518.4,0.69752,0.37109,0.97227,0.96827,0.89644,0.90426,0.61593,1.33626,0.6373,1.79224,0.00073025,0.00073025,0.00073025
149,25685.1,0.69834,0.3665,0.97041,0.95979,0.90612,0.91566,0.59761,1.4041,0.58788,1.89189,0.000726714,0.000726714,0.000726714
150,25851.4,0.6853,0.36556,0.97115,0.96714,0.90462,0.91713,0.60807,1.49254,0.59566,2.00539,0.000723179,0.000723179,0.000723179
151,26020.5,0.68066,0.36144,0.96232,0.95978,0.891,0.9079,0.60358,1.32648,0.57788,1.71555,0.000719643,0.000719643,0.000719643
152,26187.7,0.67975,0.35496,0.96064,0.9581,0.891,0.90786,0.61721,1.23968,0.58097,1.64701,0.000716107,0.000716107,0.000716107
153,26355.8,0.68577,0.35356,0.96164,0.9586,0.87132,0.90011,0.61018,1.24404,0.70457,1.61915,0.000712571,0.000712571,0.000712571
154,26523.4,0.6839,0.35865,0.96594,0.95182,0.88841,0.90182,0.62168,1.23171,0.64933,1.63078,0.000709036,0.000709036,0.000709036
155,26690.5,0.67758,0.3518,0.9606,0.96595,0.891,0.90061,0.61449,1.25131,0.57867,1.67806,0.0007055,0.0007055,0.0007055
156,26857.8,0.68355,0.36006,0.96549,0.94234,0.89012,0.9028,0.6082,1.29255,0.73633,1.69964,0.000701964,0.000701964,0.000701964
157,27023.9,0.67977,0.3564,0.96111,0.94219,0.89894,0.91334,0.62626,1.22486,0.57887,1.70385,0.000698429,0.000698429,0.000698429
158,27192.1,0.6668,0.3621,0.96178,0.92783,0.89493,0.90667,0.61258,1.27302,0.567,1.74879,0.000694893,0.000694893,0.000694893
159,27357.1,0.66468,0.35576,0.96643,0.94477,0.90187,0.91511,0.62306,1.2413,0.57339,1.65623,0.000691357,0.000691357,0.000691357
160,27527.8,0.68595,0.36407,0.97166,0.9422,0.89383,0.9056,0.62704,1.21859,0.60404,1.60281,0.000687821,0.000687821,0.000687821
161,27700.6,0.68737,0.36225,0.95637,0.93294,0.88557,0.9052,0.61744,1.21539,0.58069,1.59627,0.000684286,0.000684286,0.000684286
162,27871,0.68361,0.35606,0.95902,0.95905,0.88255,0.91132,0.60155,1.25067,0.63466,1.57887,0.00068075,0.00068075,0.00068075
163,28043.7,0.67111,0.35897,0.97261,0.93379,0.88949,0.90915,0.6077,1.25629,0.58399,1.64397,0.000677214,0.000677214,0.000677214
164,28216.3,0.6837,0.36479,0.96214,0.95126,0.89777,0.90454,0.62429,1.22336,0.56379,1.6754,0.000673679,0.000673679,0.000673679
165,28388.1,0.68552,0.35625,0.95118,0.97683,0.89162,0.91386,0.61468,1.23924,0.60448,1.62478,0.000670143,0.000670143,0.000670143
166,28561.5,0.68707,0.3672,0.97088,0.95207,0.90521,0.91432,0.61902,1.26144,0.59248,1.73267,0.000666607,0.000666607,0.000666607
167,28734.7,0.68141,0.35652,0.96012,0.94263,0.9015,0.91712,0.61149,1.30497,0.55163,1.73137,0.000663071,0.000663071,0.000663071
168,28907.7,0.67438,0.35699,0.96006,0.94907,0.89644,0.90565,0.61592,1.23442,0.56153,1.68061,0.000659536,0.000659536,0.000659536
169,29077.9,0.66797,0.35042,0.95213,0.93964,0.90002,0.90272,0.61915,1.2293,0.55557,1.63464,0.000656,0.000656,0.000656
170,29248.1,0.67282,0.34822,0.95776,0.96192,0.89644,0.9037,0.62153,1.25756,0.56325,1.72435,0.000652464,0.000652464,0.000652464
171,29432.5,0.66358,0.35024,0.9585,0.95396,0.89644,0.90989,0.61037,1.25155,0.59212,1.66443,0.000648929,0.000648929,0.000648929
172,29616.6,0.65878,0.3511,0.95326,0.94965,0.90187,0.91107,0.62866,1.23515,0.54055,1.66181,0.000645393,0.000645393,0.000645393
173,29801,0.6683,0.3534,0.95303,0.93671,0.89493,0.91234,0.61307,1.32388,0.57232,1.72188,0.000641857,0.000641857,0.000641857
174,29986.4,0.67312,0.35441,0.9642,0.94678,0.90451,0.91819,0.61168,1.36895,0.63698,1.90504,0.000638321,0.000638321,0.000638321
175,30170.5,0.68384,0.36522,0.96914,0.94737,0.87067,0.89777,0.61894,1.33064,0.60179,1.74271,0.000634786,0.000634786,0.000634786
176,30355.4,0.66014,0.34913,0.95078,0.9541,0.89493,0.91192,0.61863,1.25908,0.56433,1.73228,0.00063125,0.00063125,0.00063125
177,30541.4,0.68754,0.36751,0.96754,0.96906,0.90896,0.91727,0.61962,1.35339,0.65215,1.85059,0.000627714,0.000627714,0.000627714
178,30724.7,0.65864,0.3539,0.95029,0.96643,0.89155,0.92188,0.6229,1.31936,0.55126,1.82614,0.000624179,0.000624179,0.000624179
179,30911.3,0.6777,0.35414,0.96461,0.95145,0.90187,0.91397,0.62017,1.24594,0.57395,1.70756,0.000620643,0.000620643,0.000620643
180,31095.7,0.67286,0.35458,0.95839,0.93264,0.89769,0.91538,0.61115,1.31385,0.60485,1.73023,0.000617107,0.000617107,0.000617107
181,31282.1,0.67231,0.35001,0.95275,0.93992,0.89183,0.90632,0.61032,1.2732,0.58819,1.71322,0.000613571,0.000613571,0.000613571
182,31466.2,0.65893,0.3524,0.95863,0.94399,0.88822,0.90307,0.61847,1.34577,0.58511,1.84797,0.000610036,0.000610036,0.000610036
183,31650.1,0.66679,0.35097,0.95463,0.95282,0.90033,0.90757,0.62369,1.29285,0.59015,1.80684,0.0006065,0.0006065,0.0006065
184,31831.7,0.66641,0.35353,0.95071,0.96059,0.8976,0.91098,0.62889,1.2418,0.55034,1.69946,0.000602964,0.000602964,0.000602964
